trip_date,trip_hour,trip_weekday,total_trips,active_taxis,total_revenue,total_fare,total_tips,total_tolls,total_extras,total_trip_seconds,total_trip_miles
2026-01-14,21,2,663,464,19082.68,14631.63,2220.66,9.00,1988.89,626431,4676.69
2026-01-14,22,2,436,352,14207.18,11016.11,1619.98,18.40,1426.19,430796,3458.05
2026-01-14,23,2,259,227,9468.75,7263.84,1099.04,9.76,1023.61,280438,2589.58
2026-01-15,0,3,140,122,5396.84,3993.59,583.25,5.00,782.00,140741,1345.03
2026-01-15,1,3,65,60,2652.75,1948.50,264.50,7.80,416.45,69362,699.68
2026-01-15,2,3,49,40,1833.94,1312.45,166.29,2.95,345.25,42909,450.24
2026-01-15,3,3,38,27,1271.92,1105.96,68.46,0.00,92.00,30093,300.6
2026-01-15,4,3,65,56,2625.49,2481.02,111.96,0.01,20.50,71734,729.58
2026-01-15,5,3,157,129,5135.81,4567.84,381.47,3.00,138.50,172366,1436.58
2026-01-15,6,3,441,288,9836.69,8738.99,713.09,7.00,237.61,429109,2664.13
2026-01-15,7,3,995,518,19891.57,17770.23,1380.74,2.95,398.15,959722,4424.76
2026-01-15,8,3,1395,690,25745.88,22528.73,2039.45,9.70,681.50,1343046,5352.18
2026-01-15,9,3,1371,762,23994.35,20443.19,2070.06,10.25,1031.85,1246993,5072.1
2026-01-15,10,3,1048,696,22347.46,19332.21,1828.99,11.51,910.75,926280,4775.58
2026-01-15,11,3,1002,668,21451.15,17787.56,1913.74,26.50,1465.35,875799,5187.53
2026-01-15,12,3,1026,701,22275.32,18395.64,2140.43,42.86,1435.89,943226,5534.17
2026-01-15,13,3,1084,758,23797.46,19748.83,2171.22,25.45,1576.96,1026604,5999.08
2026-01-15,14,3,1118,763,25311.51,21724.77,2193.78,13.00,1124.46,1142348,5956.14
2026-01-15,15,3,1245,772,26952.96,22768.00,2394.41,30.70,1404.35,1384515,6269.87
2026-01-15,16,3,1429,842,30848.53,25571.70,2894.53,34.65,1901.15,1674497,6771.57
2026-01-15,17,3,1470,904,34892.03,28745.55,3428.52,28.51,2180.95,2010948,7275.73
2026-01-15,18,3,1425,875,31558.57,25793.61,3170.27,24.32,2069.37,1713944,7012.84
2026-01-15,19,3,1222,828,32102.03,25284.11,3547.75,46.75,2800.92,1387624,7684.67
2026-01-15,20,3,921,689,27928.95,21453.56,3476.21,69.70,2623.98,970454,6973.85
2026-01-15,21,3,750,565,24534.87,18866.19,3066.63,18.50,2325.55,818236,6140.65
2026-01-15,22,3,517,366,15626.19,12552.73,1707.26,7.00,1193.70,473894,3534.71
2026-01-15,23,3,318,260,10485.37,8237.25,1197.27,13.55,939.30,297231,2536.63
2026-01-16,0,4,207,176,7245.13,5424.34,867.89,10.02,883.88,213807,1828.9
2026-01-16,1,4,119,94,3541.24,2671.93,354.20,3.00,487.61,101642,847.78
2026-01-16,2,4,62,49,1716.59,1453.14,154.58,0.00,92.37,48864,395.38
2026-01-16,3,4,40,32,1280.04,1231.35,32.19,2.00,12.00,37039,347.35
2026-01-16,4,4,81,62,3103.68,2913.45,105.73,2.00,72.00,88243,899.82
2026-01-16,5,4,155,121,4959.69,4337.35,374.69,5.00,200.15,155550,1336.95
2026-01-16,6,4,345,248,8859.86,7902.78,685.53,1.00,164.55,372287,2458.29
2026-01-16,7,4,791,448,15807.94,14024.71,1037.98,5.00,475.75,835208,3920.96
2026-01-16,8,4,1136,602,22132.82,19711.43,1511.13,5.01,532.75,1062164,4472.02
2026-01-16,9,4,1150,657,21367.01,18349.44,1631.87,18.40,992.80,994091,4847.33
2026-01-16,10,4,978,661,20414.02,17450.88,1707.22,18.85,975.07,866378,5039.87
2026-01-16,11,4,928,645,19721.19,16309.98,1784.46,15.00,1377.75,849306,4871.52
2026-01-16,12,4,1044,679,26011.63,21939.41,2236.74,23.41,1531.07,974995,5911.86
2026-01-16,13,4,1050,703,24172.01,19741.97,2249.29,21.65,1885.60,1022044,5863.74
2026-01-16,14,4,1098,772,25464.85,21275.18,2384.42,15.75,1510.50,1229786,6204.94
2026-01-16,15,4,1169,770,25855.06,21453.88,2463.56,14.90,1615.22,1370811,5929.97
2026-01-16,16,4,1189,768,26663.29,22652.02,2178.28,19.15,1448.34,1413327,5722.83
2026-01-16,17,4,1315,863,32351.21,26213.22,3213.10,12.51,2456.88,1668007,7234.62
2026-01-16,18,4,1160,735,25174.72,20818.93,2339.12,30.70,1579.97,1266820,5681.18
2026-01-16,19,4,916,616,25083.86,20819.16,2228.55,33.90,1698.75,899455,5180.15
2026-01-16,20,4,678,515,19355.86,14956.79,2204.61,14.16,1964.30,680833,4701.9
2026-01-16,21,4,643,476,20393.78,15799.42,2301.51,76.90,2010.95,681723,4943.93
2026-01-16,22,4,406,322,12508.63,9945.39,1269.61,10.50,1172.63,394505,3183.99
2026-01-16,23,4,271,217,7982.31,6229.80,716.86,24.51,940.14,255895,2002.02
2026-01-17,0,5,237,179,6995.51,5382.37,680.14,11.00,855.50,182664,1517.17
2026-01-17,1,5,158,108,3674.43,2893.36,362.32,2.00,374.25,108570,798.72
2026-01-17,2,5,112,76,2206.84,1911.81,155.78,0.00,101.75,68842,415.37
2026-01-17,3,5,90,56,1942.87,1680.21,180.16,0.00,58.50,53622,369.16
2026-01-17,4,5,79,55,2508.41,2252.92,204.99,2.00,31.00,63575,651.56
2026-01-17,5,5,92,78,3146.22,2742.25,250.47,0.00,128.00,96283,920.31
2026-01-17,6,5,144,113,4042.31,3530.57,307.74,5.00,157.50,142955,1258.57
2026-01-17,7,5,232,167,6167.49,5269.67,506.32,1.75,321.75,222587,1666.05
2026-01-17,8,5,342,216,8716.31,7815.96,502.95,6.90,284.50,265658,1759.43
2026-01-17,9,5,530,314,10690.93,9286.75,767.93,4.01,471.24,444299,2820.99
2026-01-17,10,5,724,396,14187.46,12510.40,855.74,2.01,592.31,535493,3140.96
2026-01-17,11,5,785,454,14405.06,12499.16,984.16,7.50,655.74,642080,3463.99
2026-01-17,12,5,916,540,18215.70,15424.06,1405.19,10.20,1072.75,796092,4274.38
2026-01-17,13,5,983,583,19933.74,16879.78,1533.21,4.00,1210.25,931333,4732.25
2026-01-17,14,5,999,625,22419.71,19096.26,1711.45,16.00,1272.00,1039294,5063.36
2026-01-17,15,5,969,599,19039.28,16222.07,1434.43,46.58,1036.70,922354,4293.95
2026-01-17,16,5,971,591,18012.70,15376.99,1382.46,14.00,933.25,910855,4132.49
2026-01-17,17,5,1041,630,24464.92,21048.24,1778.04,10.00,1268.14,987948,4585.56
2026-01-17,18,5,929,567,17811.27,14682.95,1492.92,12.95,1265.95,882558,3712.98
2026-01-17,19,5,930,579,21173.07,17306.64,1885.65,26.00,1611.28,884362,4901.71
2026-01-17,20,5,761,458,16159.10,13471.30,1273.93,11.50,1132.87,670588,3623.15
2026-01-17,21,5,672,403,14337.79,11825.08,1115.96,47.25,1111.50,548449,3085.26
2026-01-17,22,5,515,308,10546.21,9162.80,668.66,7.00,524.25,396546,2214.47
2026-01-17,23,5,328,230,7195.37,6098.21,540.66,27.25,428.25,268860,1644.74
2026-01-18,0,6,235,155,4869.60,4032.39,366.76,11.70,378.75,167602,1210.07
2026-01-18,1,6,165,100,3126.28,2622.14,206.39,8.00,234.75,105146,581.61
2026-01-18,2,6,120,75,1874.00,1678.49,113.76,0.00,39.75,67917,379.8
2026-01-18,3,6,75,57,1516.27,1354.44,85.33,0.00,57.00,42532,352.41
2026-01-18,4,6,83,57,2114.71,1812.87,158.59,0.00,120.25,56425,475.93
2026-01-18,5,6,92,77,3082.76,2613.65,247.61,0.00,200.00,93340,841.23
2026-01-18,6,6,140,114,3718.97,3099.46,321.61,5.90,253.50,134118,1022.29
2026-01-18,7,6,198,146,5337.73,4802.46,277.77,2.00,195.50,199034,1453.56
2026-01-18,8,6,309,196,7493.05,6619.93,435.03,0.00,338.09,237449,1781.8
2026-01-18,9,6,441,280,8732.71,7794.61,526.11,1.00,262.49,332130,2278.75
2026-01-18,10,6,685,399,13546.35,11645.31,919.14,2.00,746.40,521962,3355.99
2026-01-18,11,6,795,464,16056.68,13576.64,1301.27,20.50,889.27,634900,3903.52
2026-01-18,12,6,788,494,16064.87,13734.44,1190.28,9.00,867.15,635837,3692.99
2026-01-18,13,6,839,521,20729.74,17952.20,1447.76,4.00,1054.28,738079,4292.07
2026-01-18,14,6,946,588,20826.66,17195.72,1823.34,45.20,1438.90,851499,4727.74
2026-01-18,15,6,993,620,23150.62,19073.48,1949.05,26.90,1780.69,954631,5124.13
2026-01-18,16,6,1153,668,27517.85,23187.46,2203.09,27.70,1665.60,1138557,5651.31
2026-01-18,17,6,1040,678,28951.10,23904.85,2508.84,29.20,2117.71,1091807,5845.14
2026-01-18,18,6,752,519,19380.89,15833.26,1746.08,32.20,1517.35,773348,4445.28
2026-01-18,19,6,710,489,20314.02,16055.72,2024.44,63.31,1920.05,706275,4831.62
2026-01-18,20,6,722,549,23897.63,18811.39,2411.04,31.05,2394.65,741362,5626.11
2026-01-18,21,6,772,514,22999.25,18036.57,2332.93,26.00,2318.75,781130,4761.55
2026-01-18,22,6,666,467,19540.94,15929.72,1875.61,25.16,1486.45,578273,3295.88
2026-01-18,23,6,298,244,9093.33,7373.34,863.62,4.50,775.87,270889,1968.54
2026-01-19,0,0,215,183,7122.57,5537.76,773.36,9.80,740.65,209564,1737.51
2026-01-19,1,0,134,95,3630.55,2952.29,263.31,15.95,360.50,118503,917.52
2026-01-19,2,0,73,51,1676.09,1453.58,116.76,7.00,81.25,65179,434.47
2026-01-19,3,0,67,50,1952.66,1794.11,93.55,0.00,47.50,69193,551.5
2026-01-19,4,0,74,60,3192.26,2962.36,175.90,0.00,33.00,97036,864.66
2026-01-19,5,0,138,106,4485.05,3838.10,426.45,6.00,158.00,159137,1325.43
2026-01-19,6,0,328,222,8160.87,6991.98,620.97,4.50,425.42,318142,2048.6
2026-01-19,7,0,486,282,9552.05,8332.15,773.40,6.00,270.00,417498,2313.29
2026-01-19,8,0,650,381,14094.95,12357.41,966.32,5.00,558.72,482634,2687.12
2026-01-19,9,0,776,446,13570.47,11542.78,1100.79,17.90,662.50,576396,3072.38
2026-01-19,10,0,841,504,16442.94,13780.78,1298.65,35.00,1046.51,674400,3886.23
2026-01-19,11,0,1101,572,22630.84,19556.76,1558.93,10.35,1106.80,886249,4854.51
2026-01-19,12,0,1282,699,27326.09,23023.37,2254.40,22.35,1574.97,1148656,6396.21
2026-01-19,13,0,1112,695,26291.08,21681.94,2341.65,32.90,1888.09,1059641,6149.14
2026-01-19,14,0,1076,694,26314.21,21465.01,2510.48,27.00,1986.22,1190212,5859.05
2026-01-19,15,0,996,655,23827.41,19057.19,2564.62,27.20,1865.40,1177080,5592.61
2026-01-19,16,0,1092,700,28438.47,23527.77,2475.58,25.21,2044.41,1201873,6082.7
2026-01-19,17,0,1113,704,27937.27,22331.85,2919.99,21.50,2241.43,1231726,6451.55
2026-01-19,18,0,1014,685,27920.24,21809.71,2958.93,48.30,2739.30,1144244,6736.42
2026-01-19,19,0,882,679,30667.26,23369.79,3878.43,29.40,3100.14,1023584,7856.01
2026-01-19,20,0,686,549,27606.97,20887.50,3420.43,65.91,3018.63,829204,6760.96
2026-01-19,21,0,538,444,21095.56,16130.52,2383.89,20.40,2390.75,608647,5335.8
2026-01-19,22,0,482,323,15654.74,12274.83,1547.90,11.00,1674.51,457285,3718.07
2026-01-19,23,0,339,293,12850.93,9940.73,1442.44,10.41,1355.85,358943,3373.29
2026-01-20,0,1,199,184,8890.83,6656.12,979.96,20.45,1183.80,234354,2364.31
2026-01-20,1,1,78,68,3043.35,2434.78,279.06,46.01,267.00,88694,812.85
2026-01-20,2,1,29,24,905.13,820.21,55.42,0.00,27.00,23766,268.48
2026-01-20,3,1,47,39,1956.45,1663.01,163.14,0.00,121.30,50155,553.17
2026-01-20,4,1,68,55,2696.83,2557.27,65.06,2.00,65.50,72971,746.84
2026-01-20,5,1,162,121,4981.29,4538.09,337.70,3.00,64.00,166347,1301.0
2026-01-20,6,1,415,267,9118.34,8233.77,574.07,2.00,184.00,397566,2449.92
2026-01-20,7,1,983,508,21711.89,19328.76,1617.98,3.00,435.15,1061280,4604.6
2026-01-20,8,1,1348,685,29510.39,25688.93,2337.81,7.40,1029.25,1428352,5327.51
2026-01-20,9,1,1407,770,27802.98,23634.27,2543.47,19.01,1153.73,1376774,5950.32
2026-01-20,10,1,1069,729,22520.21,18632.44,2156.17,43.75,1416.85,986925,5436.7
2026-01-20,11,1,985,712,23031.97,19025.56,2224.32,63.40,1445.19,873382,5751.49
2026-01-20,12,1,1001,701,24025.71,19732.75,2336.84,62.75,1637.37,916988,5797.77
2026-01-20,13,1,973,675,23002.69,19521.19,1879.06,17.90,1354.04,878793,5211.24
2026-01-20,14,1,1096,773,28232.00,23556.28,2471.12,25.85,1914.75,1072397,6576.7
2026-01-20,15,1,1209,830,29228.59,23793.60,2760.16,36.40,2307.43,1314434,7068.54
2026-01-20,16,1,1364,860,37955.36,32124.43,3157.57,11.92,2224.94,1597294,7468.94
2026-01-20,17,1,1471,918,33307.63,27033.90,3493.98,44.70,2237.55,1790699,7454.97
2026-01-20,18,1,1172,763,27040.55,22117.30,2696.10,45.40,1778.75,1252552,6053.76
2026-01-20,19,1,944,699,26960.70,20647.16,3213.52,33.50,2758.02,975775,6643.3
2026-01-20,20,1,643,525,21259.91,16213.13,2518.46,29.50,2305.82,667996,5418.06
2026-01-20,21,1,574,408,16821.12,13010.34,1709.22,7.50,1907.06,521871,4013.97
2026-01-20,22,1,322,253,9900.87,7844.52,989.65,31.40,955.30,304916,2479.4
2026-01-20,23,1,208,180,7382.95,5825.43,858.32,4.20,644.00,214318,2006.86
2026-01-21,0,2,121,112,4626.28,3544.03,546.90,30.45,471.40,135214,1273.98
2026-01-21,1,2,69,60,2455.50,1883.54,272.46,2.00,279.00,71141,680.57
2026-01-21,2,2,36,33,1260.48,1117.20,62.28,0.00,76.50,38109,354.68
2026-01-21,3,2,40,31,1509.11,1213.99,41.62,0.00,249.00,29080,321.36
2026-01-21,4,2,66,49,2635.55,2565.14,55.91,0.00,8.00,83684,741.49
2026-01-21,5,2,141,112,4338.35,4012.78,261.06,4.01,31.50,126946,1167.74
2026-01-21,6,2,380,244,7795.62,7028.51,525.61,2.00,128.00,339367,2025.07
2026-01-21,7,2,874,462,16207.21,14374.90,1261.06,0.00,291.75,886731,3793.05
2026-01-21,8,2,1284,654,22368.59,19257.95,1950.77,13.50,721.87,1255278,4588.12
2026-01-21,9,2,1334,753,25443.24,21619.37,2370.76,12.00,1028.11,1165288,5221.59
2026-01-21,10,2,1005,688,21216.66,17479.32,2152.39,20.40,1319.05,852166,4989.87
2026-01-21,11,2,926,652,19425.86,16307.95,1784.08,13.00,1092.33,774500,4607.85
2026-01-21,12,2,1007,667,22232.64,18688.54,1916.70,20.51,1377.39,877564,5311.69
2026-01-21,13,2,943,676,23064.12,19343.92,2082.55,23.55,1381.60,875553,5109.69
2026-01-21,14,2,1095,751,25553.32,21065.99,2345.62,29.20,1848.01,1040590,6175.31
2026-01-21,15,2,1109,752,26240.19,22352.49,2149.32,15.40,1462.98,1124432,5935.44
2026-01-21,16,2,1155,712,22940.36,19041.14,2059.67,32.00,1455.05,1161827,4840.88
2026-01-21,17,2,1343,803,28287.62,23198.72,2925.72,4.51,1705.67,1480012,6181.04
2026-01-21,18,2,1158,735,23352.48,19082.38,2355.67,11.00,1529.43,1131603,5338.03
2026-01-21,19,2,985,710,26889.11,21183.40,3108.74,31.91,2239.56,1025666,6816.65
2026-01-21,20,2,710,525,20825.34,16425.32,2382.55,60.60,1736.37,694809,4918.48
2026-01-21,21,2,498,338,12640.26,10089.82,1342.44,12.50,1039.50,448812,3165.15
2026-01-21,22,2,351,263,10535.61,8397.17,1070.44,2.00,966.00,335905,2485.3
2026-01-21,23,2,198,177,6961.52,5524.83,777.19,0.00,609.50,230882,1921.09
2026-01-22,0,3,102,90,4131.52,3029.44,512.61,0.00,562.47,110870,1091.49
2026-01-22,1,3,45,41,1261.47,940.26,162.16,0.00,148.05,38505,294.21
2026-01-22,2,3,59,43,1765.31,1291.00,200.31,63.00,197.50,43608,362.36
2026-01-22,3,3,32,27,1119.41,1036.19,17.97,9.00,54.25,30975,338.38
2026-01-22,4,3,50,44,1874.94,1721.65,105.54,1.75,38.50,60073,549.36
2026-01-22,5,3,147,122,4781.66,4158.54,368.82,2.00,207.80,137208,1225.03
2026-01-22,6,3,411,267,8995.08,7825.51,676.54,2.00,361.03,374885,2233.54
2026-01-22,7,3,930,485,16740.87,14979.20,1151.67,6.00,309.00,898433,3811.27
2026-01-22,8,3,1405,708,27250.32,23749.36,2257.61,16.60,739.75,1404221,5169.52
2026-01-22,9,3,1306,758,23874.01,20233.89,2158.75,20.25,1062.62,1157398,5266.96
2026-01-22,10,3,1020,676,19547.04,16474.40,1762.98,3.30,1045.86,838245,4518.47
2026-01-22,11,3,962,656,20118.10,17067.04,1835.91,13.00,967.65,860104,4844.81
2026-01-22,12,3,959,649,22222.26,18701.36,2010.82,8.50,1251.08,901795,4973.34
2026-01-22,13,3,1044,718,25063.62,21498.49,2070.06,15.70,1210.87,1021360,5682.01
2026-01-22,14,3,1136,759,28219.32,24495.06,2185.68,4.75,1257.33,1165234,6086.6
2026-01-22,15,3,1316,823,28644.59,23786.01,2636.78,25.00,1799.80,1536990,6878.47
2026-01-22,16,3,1461,859,32794.12,27311.03,3221.59,30.20,1756.30,1774014,7115.74
2026-01-22,17,3,1470,857,31811.99,25994.29,3504.65,29.10,1753.95,1852763,6709.43
2026-01-22,18,3,1280,791,27092.29,21910.67,2872.95,22.25,1844.42,1388230,5810.65
2026-01-22,19,3,1124,778,30162.71,23592.09,3491.32,53.65,2640.65,1172426,7389.77
2026-01-22,20,3,918,660,28136.46,21614.05,3370.87,31.85,2802.19,942422,7021.41
2026-01-22,21,3,797,580,26873.94,20216.77,3305.31,57.80,3021.06,826739,6432.39
2026-01-22,22,3,409,324,12626.05,9874.11,1493.67,16.00,1130.77,397501,3236.62
2026-01-22,23,3,284,242,10364.65,8055.47,1190.67,11.51,1024.00,307587,2682.23
2026-01-23,0,4,176,144,6261.63,4685.56,715.43,8.00,807.64,167786,1580.54
2026-01-23,1,4,91,67,2329.91,1757.84,240.27,5.00,303.30,62248,559.54
2026-01-23,2,4,48,34,1198.11,948.39,106.22,0.00,132.50,33327,267.42
2026-01-23,3,4,33,28,1040.40,999.07,21.83,3.00,10.00,27628,289.97
2026-01-23,4,4,72,53,2763.93,2584.76,134.17,0.00,28.50,77236,743.67
2026-01-23,5,4,128,103,4257.97,3545.19,473.88,9.50,194.40,114913,1111.89
2026-01-23,6,4,310,206,7751.07,6428.45,698.12,0.00,510.00,294241,2056.1
2026-01-23,7,4,503,308,10305.85,8837.89,916.21,8.00,371.75,372275,2349.37
2026-01-23,8,4,642,408,11993.15,9885.72,1177.28,1.90,714.25,446993,2798.43
2026-01-23,9,4,717,465,14268.62,11734.63,1317.27,9.01,986.71,547341,3287.82
2026-01-23,10,4,732,509,16291.80,13094.98,1731.78,22.50,1226.54,586555,4002.38
2026-01-23,11,4,707,498,16094.92,13396.89,1442.89,7.51,1055.63,609593,4236.5
2026-01-23,12,4,762,542,21567.66,16495.91,2267.42,33.00,2534.83,700725,5084.21
2026-01-23,13,4,808,583,20995.71,16362.45,2211.00,43.45,2126.81,705077,5033.42
2026-01-23,14,4,736,542,19220.99,15272.82,2024.89,19.65,1689.13,706660,4667.67
2026-01-23,15,4,832,565,20659.85,16402.90,2072.02,61.50,1870.93,794339,4947.38
2026-01-23,16,4,920,580,20808.10,16577.44,2062.40,40.51,1800.25,839966,4929.3
2026-01-23,17,4,1073,640,24108.57,19136.50,2548.88,31.71,1985.98,964482,5436.46
2026-01-23,18,4,935,542,19670.05,15725.58,1882.62,29.80,1682.55,794611,4400.23
2026-01-23,19,4,827,560,22409.48,17242.69,2491.58,50.70,2306.51,740481,5352.58
2026-01-23,20,4,575,420,17016.21,12894.49,1957.42,23.10,1955.70,553113,4136.87
2026-01-23,21,4,544,371,15218.39,11838.71,1638.23,24.90,1539.55,466224,3356.63
2026-01-23,22,4,350,265,9697.94,7651.04,1049.00,7.90,883.00,303809,2408.32
2026-01-23,23,4,281,203,7247.74,5673.65,758.69,18.90,704.00,219457,1778.87
2026-01-24,0,5,200,140,4844.46,3774.07,467.79,9.60,539.50,155181,1122.91
2026-01-24,1,5,112,79,2561.63,2094.51,238.12,0.00,198.50,73254,574.26
2026-01-24,2,5,84,53,1686.36,1376.39,153.47,0.00,129.50,56057,382.29
2026-01-24,3,5,63,42,1518.29,1202.71,144.08,2.00,153.50,41908,306.53
2026-01-24,4,5,59,46,2200.94,1989.84,140.05,2.00,57.55,45291,397.88
2026-01-24,5,5,83,67,3913.06,3466.60,206.45,4.01,216.50,100261,847.5
2026-01-24,6,5,128,97,8218.14,7696.84,255.80,0.00,220.00,129410,1001.36
2026-01-24,7,5,176,118,3799.64,3329.57,278.57,2.00,136.00,135451,1051.52
2026-01-24,8,5,301,190,6970.59,6050.73,515.10,4.01,303.25,230188,1771.44
2026-01-24,9,5,439,243,8205.25,7224.44,561.56,0.00,263.75,312871,1927.48
2026-01-24,10,5,532,321,9979.64,8395.27,826.06,18.16,575.65,385884,2427.66
2026-01-24,11,5,664,381,11186.60,9716.20,783.90,2.50,456.50,492626,2708.05
2026-01-24,12,5,746,439,14946.76,12717.45,1108.42,8.90,859.49,610423,3618.82
2026-01-24,13,5,749,468,15628.67,13092.93,1268.73,29.11,990.90,623237,3489.92
2026-01-24,14,5,790,510,16506.25,13848.23,1301.83,11.00,1105.69,701963,4048.92
2026-01-24,15,5,758,490,17182.10,14391.39,1346.50,11.21,1187.50,691330,3814.7
2026-01-24,16,5,731,471,14429.95,11928.88,1246.58,15.00,997.99,677903,3307.97
2026-01-24,17,5,909,526,18323.43,14880.33,1747.69,10.50,1338.91,913121,3992.79
2026-01-24,18,5,872,504,16802.15,13778.57,1496.78,8.00,1176.80,871894,3513.19
2026-01-24,19,5,866,547,20599.62,16602.64,1874.56,33.60,1769.32,922011,4689.35
2026-01-24,20,5,687,458,16378.03,12986.25,1491.91,15.55,1634.32,713468,3809.96
2026-01-24,21,5,597,389,15223.62,12316.65,1400.25,17.70,1269.02,644326,3604.6
2026-01-24,22,5,468,300,11207.94,9303.35,868.04,10.00,860.05,473153,2388.67
2026-01-24,23,5,379,259,10488.83,8401.82,1069.60,4.01,871.40,424550,2178.48
2026-01-25,0,6,314,216,8635.70,7071.46,779.19,6.00,664.55,347062,1823.29
2026-01-25,1,6,191,126,4158.50,3636.98,225.77,0.00,228.25,191348,831.02
2026-01-25,2,6,143,88,2971.35,2591.39,197.66,3.00,125.80,135736,636.04
2026-01-25,3,6,84,61,1877.64,1708.60,105.54,0.00,32.00,68873,380.7
2026-01-25,4,6,69,56,1884.22,1643.74,111.48,2.00,109.50,71508,425.97
2026-01-25,5,6,90,70,2780.21,2284.05,229.12,3.80,234.24,102289,666.72
2026-01-25,6,6,163,128,5612.77,4569.23,604.04,4.00,371.50,239017,1484.78
2026-01-25,7,6,196,143,5325.00,4688.90,396.60,0.00,166.50,242607,1452.45
2026-01-25,8,6,268,180,9459.96,8393.58,473.30,4.00,495.58,294488,1699.99
2026-01-25,9,6,368,237,8051.72,6939.35,485.42,10.00,492.45,369287,2014.05
2026-01-25,10,6,495,291,11022.22,9493.89,875.33,12.00,457.50,512977,2720.69
2026-01-25,11,6,588,344,13374.83,11408.89,1037.01,39.00,663.93,584875,3221.61
2026-01-25,12,6,650,386,14248.69,11802.20,1152.51,20.41,1028.07,624706,3245.5
2026-01-25,13,6,755,453,17861.79,14773.80,1627.51,34.60,1147.88,779775,4161.38
2026-01-25,14,6,727,444,17082.36,14058.86,1422.70,39.50,1300.80,763521,3953.3
2026-01-25,15,6,656,428,15989.62,12835.03,1441.36,9.81,1473.42,685445,3701.81
2026-01-25,16,6,692,441,16682.19,13288.74,1528.20,57.50,1560.25,674727,3816.38
2026-01-25,17,6,780,534,21277.94,16752.97,2223.49,38.50,1984.48,783346,4972.78
2026-01-25,18,6,638,427,17468.55,13658.42,1827.97,41.41,1718.75,608280,3945.71
2026-01-25,19,6,585,390,16560.63,12792.09,1789.99,23.50,1757.55,573498,3944.51
2026-01-25,20,6,490,349,14308.87,11018.64,1523.32,23.26,1575.65,465476,3435.56
2026-01-25,21,6,561,423,18595.24,14230.46,1827.38,29.90,2314.00,592183,4506.29
2026-01-25,22,6,333,263,10796.65,8540.53,930.86,27.76,1205.50,328626,2514.58
2026-01-25,23,6,218,190,7892.26,5852.96,880.85,24.00,1075.45,227171,1940.36
2026-01-26,0,0,171,148,6785.14,4959.04,696.45,31.50,1055.65,176963,1603.7
2026-01-26,1,0,85,78,3328.11,2507.25,335.24,9.75,457.87,93854,810.63
2026-01-26,2,0,51,46,2044.64,1698.94,163.80,2.00,167.40,56786,560.04
2026-01-26,3,0,48,41,2044.51,1713.75,134.76,0.00,186.00,51046,498.57
2026-01-26,4,0,54,46,2316.66,2234.95,50.71,0.00,25.00,62536,642.6
2026-01-26,5,0,150,108,4101.10,3691.78,294.82,2.00,70.00,152301,1097.98
2026-01-26,6,0,432,266,9159.71,8218.06,567.67,8.20,220.28,405876,2405.02
2026-01-26,7,0,880,451,16291.79,14624.81,1099.48,2.00,256.50,829048,3964.46
2026-01-26,8,0,1170,606,24265.40,21857.90,1583.52,26.23,387.75,1109428,4420.7
2026-01-26,9,0,1131,623,18045.39,15446.55,1495.84,10.00,736.00,905988,3842.34
2026-01-26,10,0,874,587,16693.85,14298.76,1450.58,8.01,710.50,728822,3791.94
2026-01-26,11,0,842,585,18375.35,15403.96,1479.44,10.20,1253.25,739239,4272.92
2026-01-26,12,0,861,604,18555.78,15313.23,1679.41,45.50,1271.14,771454,4465.97
2026-01-26,13,0,941,655,21545.13,17428.59,2012.54,23.50,1824.00,841093,4873.38
2026-01-26,14,0,961,679,24675.59,20565.33,1928.98,92.76,1834.02,927388,5333.65
2026-01-26,15,0,1088,739,24041.18,19738.52,2140.63,43.51,1808.52,1086736,5626.09
2026-01-26,16,0,1233,762,24984.04,20719.38,2188.88,22.40,1643.38,1240127,5580.79
2026-01-26,17,0,1363,830,28874.91,23688.65,2827.01,24.50,1867.25,1531845,6433.07
2026-01-26,18,0,1168,740,25235.38,20427.45,2547.19,41.00,1804.24,1172865,5804.69
2026-01-26,19,0,889,627,24347.74,18855.57,2681.80,22.00,2498.87,861307,5740.08
2026-01-26,20,0,626,488,20404.30,15492.15,2306.02,25.50,2382.63,645770,5102.13
2026-01-26,21,0,573,420,19434.93,14803.37,2221.81,16.46,2190.29,571570,4460.59
2026-01-26,22,0,485,390,15651.74,12158.89,1640.89,17.51,1682.95,447531,3602.47
2026-01-26,23,0,316,273,11609.82,8975.11,1181.21,9.80,1361.70,320451,2834.65
2026-01-27,0,1,237,211,10004.49,7417.87,1125.37,20.50,1376.75,252239,2471.33
2026-01-27,1,1,128,110,5415.16,3852.71,457.28,14.00,1066.67,129138,1203.18
2026-01-27,2,1,60,52,2286.37,1725.80,138.33,11.50,402.24,60897,571.4
2026-01-27,3,1,69,56,2952.60,2458.24,174.36,10.00,298.00,81702,786.93
2026-01-27,4,1,74,62,2658.86,2511.69,90.58,0.00,48.59,77782,751.77
2026-01-27,5,1,148,124,4649.80,4143.50,295.30,2.00,171.00,154586,1295.54
2026-01-27,6,1,450,280,8691.33,7743.82,609.01,4.00,185.00,410966,2145.23
2026-01-27,7,1,984,507,18613.95,16586.12,1319.83,3.00,352.00,1036873,4464.64
2026-01-27,8,1,1345,687,25143.83,21934.32,1967.99,11.40,771.12,1442489,5187.85
