trip_date,trip_hour,trip_weekday,total_trips,active_taxis,total_revenue,total_fare,total_tips,total_tolls,total_extras,total_trip_seconds,total_trip_miles
2025-12-03,0,2,277,220,10700.83,8887.39,915.94,8.50,808.50,246995,2143.62
2025-12-03,1,2,106,88,3436.37,2645.97,309.15,0.00,464.75,97390,845.68
2025-12-03,2,2,63,47,1764.30,1545.25,96.80,0.00,116.25,49953,435.97
2025-12-03,3,2,52,39,1632.47,1475.16,77.31,0.00,72.00,47805,401.6
2025-12-03,4,2,89,73,3967.53,3540.53,286.50,0.00,121.50,96812,939.57
2025-12-03,5,2,182,148,6712.13,5842.15,646.29,2.01,166.68,201787,1690.64
2025-12-03,6,2,520,346,13455.85,11569.77,1054.58,0.00,647.00,550665,3315.31
2025-12-03,7,2,1073,577,24427.97,21159.10,2147.36,3.51,725.50,1209858,5364.38
2025-12-03,8,2,1487,785,32406.15,27741.51,3126.59,16.15,978.90,1688678,6682.41
2025-12-03,9,2,1645,940,36100.39,29909.51,3656.18,18.20,1971.00,1665047,7539.4
2025-12-03,10,2,1370,935,35258.59,28585.95,3596.51,53.90,2661.73,1396057,7865.2
2025-12-03,11,2,1437,969,36488.63,30024.43,3709.95,23.80,2340.45,1399199,7903.5
2025-12-03,12,2,1731,1068,43315.91,36167.83,4216.73,29.50,2371.85,1781015,9568.62
2025-12-03,13,2,1636,1062,41242.47,34270.42,4121.04,31.46,2346.55,1807216,9078.95
2025-12-03,14,2,1665,1051,43322.59,35848.51,4428.10,19.91,2517.07,2064129,9220.1
2025-12-03,15,2,1854,1165,55539.60,45759.54,5522.65,34.95,3655.96,2887176,11352.2
2025-12-03,16,2,1667,1037,47904.02,39119.96,5135.22,41.00,3097.34,2674967,9280.86
2025-12-03,17,2,1692,1077,56108.24,45577.28,5957.43,56.65,3935.93,2680054,9173.37
2025-12-03,18,2,1627,1004,42645.64,33768.74,4641.04,42.75,3641.61,2114585,8030.42
2025-12-03,19,2,1376,906,34603.69,27519.73,3701.20,24.25,2896.51,1492769,7362.69
2025-12-03,20,2,1200,782,32396.45,25482.10,3510.14,33.46,2928.30,1186816,7463.42
2025-12-03,21,2,1007,668,28819.61,22980.35,3093.30,17.76,2378.20,954283,6675.2
2025-12-03,22,2,910,615,31082.30,24413.21,3398.79,32.00,2929.30,867713,6778.65
2025-12-03,23,2,536,376,17997.77,13425.01,1833.29,48.75,2534.22,518086,4361.94
2025-12-04,0,3,340,246,10719.92,8559.53,1113.84,29.00,907.55,300322,2477.09
2025-12-04,1,3,112,88,3335.31,2505.82,345.24,9.00,453.25,90700,754.2
2025-12-04,2,3,57,48,1765.43,1550.23,88.30,4.00,114.40,43599,400.04
2025-12-04,3,3,60,47,2305.45,2024.37,157.58,0.00,109.00,60927,638.66
2025-12-04,4,3,97,76,3887.88,3502.33,235.05,2.00,129.00,91554,918.11
2025-12-04,5,3,258,209,9865.56,8247.52,894.21,9.00,628.83,277385,2294.16
2025-12-04,6,3,620,393,15587.88,13660.14,1307.49,11.00,392.75,625484,3611.12
2025-12-04,7,3,1071,607,26928.48,23448.34,2272.14,9.00,807.50,1242536,5945.28
2025-12-04,8,3,1340,766,33595.29,28749.18,3119.46,10.90,1242.75,1695906,7001.63
2025-12-04,9,3,1426,841,33740.77,28021.99,3225.78,42.40,1957.10,1450742,6620.64
2025-12-04,10,3,1302,859,30787.79,25445.44,3085.62,30.30,1885.93,1279083,6668.93
2025-12-04,11,3,1351,878,33075.20,27850.44,3164.44,26.75,1642.57,1284116,7097.68
2025-12-04,12,3,1571,955,35394.30,30085.72,3215.53,10.30,1584.25,1508739,7904.49
2025-12-04,13,3,1626,1023,39111.21,32858.73,3605.38,68.71,2121.89,1633642,8542.53
2025-12-04,14,3,1692,1053,39144.72,32602.72,3687.80,41.99,2313.26,1833769,8608.26
2025-12-04,15,3,1868,1118,45123.19,36947.66,4410.20,55.06,3124.77,2331370,9843.42
2025-12-04,16,3,1718,1027,41785.35,34731.33,4213.76,28.67,2234.09,2374850,8456.81
2025-12-04,17,3,1805,1138,46881.63,37792.10,5478.21,21.65,2951.17,2767636,9605.27
2025-12-04,18,3,1643,1008,37874.46,31153.22,3958.80,30.50,2119.94,1927666,7628.04
2025-12-04,19,3,1482,970,41526.14,33258.59,4472.21,75.95,3181.89,1671149,9005.87
2025-12-04,20,3,1302,844,35882.31,27788.94,4192.42,34.20,3382.75,1303881,8647.34
2025-12-04,21,3,1098,688,29448.15,23487.15,3372.11,25.81,2165.58,1058140,7047.22
2025-12-04,22,3,819,487,19747.59,16037.37,2026.27,8.70,1377.75,673364,4647.63
2025-12-04,23,3,605,402,17457.34,13827.67,1844.30,42.80,1525.57,553912,4237.16
2025-12-05,0,4,404,274,11575.17,8962.83,1187.63,1.00,1298.71,342902,2784.89
2025-12-05,1,4,182,120,4602.57,3642.48,493.59,3.75,404.75,137999,1008.95
2025-12-05,2,4,71,54,1725.11,1535.25,100.11,0.00,70.25,55271,441.43
2025-12-05,3,4,64,48,2224.28,1985.43,112.85,2.00,112.50,54362,582.87
2025-12-05,4,4,91,67,3485.45,3143.50,190.20,9.00,124.25,80748,792.16
2025-12-05,5,4,201,148,7218.05,6417.77,546.78,0.00,194.50,192753,1739.73
2025-12-05,6,4,457,306,12522.53,10872.06,1065.42,8.40,436.65,428905,3016.22
2025-12-05,7,4,948,549,19235.59,17192.86,1365.70,0.00,357.03,867243,4584.28
2025-12-05,8,4,1329,765,28251.92,24595.64,2127.69,9.00,1065.09,1198754,5969.34
2025-12-05,9,4,1262,802,25877.37,21940.93,2369.52,15.30,1189.62,1086212,5730.14
2025-12-05,10,4,1219,827,26329.67,22243.83,2527.79,3.50,1223.05,1107368,6288.11
2025-12-05,11,4,1534,878,33378.54,27892.06,3337.40,15.50,1650.58,1446192,7746.97
2025-12-05,12,4,1658,969,38922.95,32593.78,3558.46,37.90,2220.81,1615784,8995.73
2025-12-05,13,4,1530,940,35647.64,29406.55,3361.26,21.53,2438.30,1548807,8327.39
2025-12-05,14,4,1678,1008,36391.56,30363.23,3302.01,25.73,2213.59,1750708,8073.58
2025-12-05,15,4,1766,1095,43149.29,35744.88,4166.86,88.60,2608.95,2413276,9400.62
2025-12-05,16,4,1703,993,37713.38,31584.49,3566.07,29.50,2001.82,2265271,7545.13
2025-12-05,17,4,1809,1050,41459.01,34157.63,4282.67,29.68,2362.03,2424499,8123.64
2025-12-05,18,4,1759,974,36680.13,30877.47,3495.01,38.60,1618.55,2103994,7231.96
2025-12-05,19,4,1358,913,31654.88,25779.33,3311.48,12.91,2052.66,1486177,7072.35
2025-12-05,20,4,936,695,25898.59,20206.72,3022.97,15.01,2365.39,974478,6183.77
2025-12-05,21,4,842,545,20534.48,16614.80,2183.35,18.30,1445.53,796006,4851.87
2025-12-05,22,4,810,493,18568.94,15075.84,1795.90,18.40,1393.30,691066,4141.63
2025-12-05,23,4,652,412,15226.01,12436.34,1447.17,14.00,1108.50,548106,3487.03
2025-12-06,0,5,449,263,9603.59,7872.50,878.59,0.00,689.00,328788,2072.5
2025-12-06,1,5,276,160,5374.30,4596.94,383.66,6.00,297.20,184352,1031.53
2025-12-06,2,5,153,112,3242.92,2854.67,219.40,0.00,121.85,104722,672.39
2025-12-06,3,5,89,62,2108.51,1884.87,156.29,0.00,45.85,56631,497.13
2025-12-06,4,5,83,64,2332.71,2127.40,141.06,5.00,42.25,70512,625.23
2025-12-06,5,5,86,70,3062.50,2701.91,237.84,2.00,99.75,94179,903.65
2025-12-06,6,5,143,120,4557.72,3932.21,300.97,2.00,280.59,147544,1310.8
2025-12-06,7,5,243,193,6582.84,5715.60,535.99,0.00,257.25,251309,1860.98
2025-12-06,8,5,337,243,9328.68,8430.73,538.97,2.00,269.48,287335,2020.8
2025-12-06,9,5,568,381,13506.37,11517.89,1028.10,10.00,783.38,491701,3150.53
2025-12-06,10,5,909,516,17045.56,14780.73,1162.53,9.50,808.80,751541,4048.68
2025-12-06,11,5,1109,636,23780.39,20652.14,1657.14,65.80,1046.81,1015271,5369.37
2025-12-06,12,5,1169,667,24359.36,20976.95,1830.30,1.50,1146.11,1128512,5391.26
2025-12-06,13,5,1147,731,25601.99,21607.92,2207.92,10.40,1405.25,1322081,6122.09
2025-12-06,14,5,1218,727,25790.46,21424.74,2061.22,16.00,1896.50,1309650,5676.97
2025-12-06,15,5,1151,742,27770.08,23827.32,2128.51,8.75,1440.50,1347260,5410.04
2025-12-06,16,5,1167,685,24662.15,20726.13,2109.03,6.00,1426.99,1347728,5153.88
2025-12-06,17,5,1223,745,26227.63,21994.36,2275.29,10.00,1543.48,1482334,5408.84
2025-12-06,18,5,1244,729,25926.72,21759.91,2261.01,3.00,1445.30,1397445,5298.62
2025-12-06,19,5,973,651,21754.46,17698.81,1996.13,15.90,1716.12,1026261,4765.52
2025-12-06,20,5,598,454,14265.60,11476.24,1469.86,23.50,1128.00,583063,3433.65
2025-12-06,21,5,514,359,10814.92,8921.16,956.53,2.50,784.73,420595,2427.89
2025-12-06,22,5,538,325,10010.51,8528.07,851.84,6.00,440.60,425057,2248.2
2025-12-06,23,5,618,319,11441.59,9850.25,965.84,0.00,382.00,494438,2550.09
2025-12-07,0,6,420,252,7519.87,6415.55,549.07,3.00,396.75,306409,1614.48
2025-12-07,1,6,277,165,5495.11,4668.24,411.87,1.00,321.00,207468,1198.77
2025-12-07,2,6,188,112,3474.63,3072.58,206.51,3.00,121.54,137084,724.22
2025-12-07,3,6,158,94,3510.00,3054.60,232.00,1.00,167.90,128307,698.16
2025-12-07,4,6,133,91,3977.01,3415.23,274.73,2.00,240.55,138452,797.87
2025-12-07,5,6,165,120,5436.65,4667.85,446.05,6.75,259.50,198607,1269.8
2025-12-07,6,6,243,180,8503.30,7361.68,663.97,2.00,389.15,312510,2102.51
2025-12-07,7,6,320,213,9500.38,8525.92,587.46,7.00,270.00,365049,2413.69
2025-12-07,8,6,445,281,10655.73,9225.96,733.02,0.00,537.25,424278,2465.36
2025-12-07,9,6,632,370,14046.24,12224.01,967.93,0.00,602.30,532728,3040.48
2025-12-07,10,6,918,487,18633.33,16471.47,1262.46,7.00,519.40,762813,4208.13
2025-12-07,11,6,982,532,21803.46,18988.16,1620.80,10.00,813.00,927730,5111.17
2025-12-07,12,6,991,556,22396.05,19304.92,1747.48,23.50,959.65,980504,5208.84
2025-12-07,13,6,1037,647,26174.83,21903.87,2211.44,25.50,1678.02,1067190,6344.8
2025-12-07,14,6,1217,740,29889.29,24912.53,2637.10,20.91,1889.75,1413170,7040.57
2025-12-07,15,6,1259,762,31266.13,26233.80,2819.68,41.50,1728.15,1439040,7398.54
2025-12-07,16,6,1139,732,29489.22,23977.80,2763.10,30.00,2328.32,1253119,7049.93
2025-12-07,17,6,1053,693,26823.32,21894.64,2528.60,29.50,1999.08,1188034,6352.04
2025-12-07,18,6,1039,670,28351.81,22992.53,2791.56,23.20,2162.02,1141478,6690.18
2025-12-07,19,6,964,686,29272.18,22450.39,3249.80,53.50,3178.49,1067714,7250.1
2025-12-07,20,6,895,657,29964.47,23461.82,3153.79,26.50,3028.86,971187,7561.46
2025-12-07,21,6,848,616,29795.51,23194.39,3452.03,33.61,2815.48,900401,7526.45
2025-12-07,22,6,706,506,24154.48,18879.11,2635.42,35.20,2372.25,713959,6029.22
2025-12-07,23,6,477,397,20126.85,15009.84,2270.78,38.71,2654.02,527918,5164.45
2025-12-08,0,0,366,309,15907.88,11632.71,1974.56,19.15,2176.96,391793,3853.09
2025-12-08,1,0,181,169,8600.87,6338.52,1001.07,49.00,1167.78,227919,2290.37
2025-12-08,2,0,77,69,3230.51,2516.61,311.74,4.91,379.25,87832,807.46
2025-12-08,3,0,60,50,2300.08,1914.55,147.29,2.00,225.74,53021,585.67
2025-12-08,4,0,86,73,3393.52,3100.92,186.85,0.00,84.25,102247,1012.74
2025-12-08,5,0,206,163,6655.56,5770.27,558.29,8.00,246.00,226022,1842.42
2025-12-08,6,0,502,341,12960.33,11304.54,1029.04,5.00,452.75,543644,3452.47
2025-12-08,7,0,1000,557,21508.01,19556.18,1325.23,2.00,289.60,954637,4668.26
2025-12-08,8,0,1456,792,36230.01,31833.75,2552.46,12.50,1358.80,1438067,6319.16
2025-12-08,9,0,1224,816,27274.34,22250.27,2796.10,27.20,1858.77,1170073,6503.31
2025-12-08,10,0,997,745,24382.29,19780.38,2582.07,25.40,1757.94,947590,5944.56
2025-12-08,11,0,995,728,23978.04,19494.88,2366.07,39.01,1833.58,939714,6071.26
2025-12-08,12,0,1028,772,26286.65,21661.93,2449.14,37.00,1894.58,1036163,6774.45
2025-12-08,13,0,1078,797,29438.42,24126.54,2730.18,28.80,2323.40,1182838,7123.02
2025-12-08,14,0,1245,868,32106.33,25765.52,3093.37,37.52,2889.42,1442843,7984.76
2025-12-08,15,0,1516,986,36814.53,29563.13,3647.35,40.25,3133.80,1763744,8540.89
2025-12-08,16,0,1316,897,32177.61,25749.95,3346.59,65.52,2659.55,1572345,6878.15
2025-12-08,17,0,1454,946,35040.09,28346.51,3676.42,33.41,2541.25,1868504,7720.02
2025-12-08,18,0,1117,784,27691.86,21969.08,3085.16,31.30,2280.82,1237238,6180.34
2025-12-08,19,0,917,689,28387.91,21754.01,3634.24,41.00,2663.66,987591,6909.09
2025-12-08,20,0,807,596,25792.87,19849.36,3076.56,42.85,2583.10,810981,6227.93
2025-12-08,21,0,685,500,23120.30,17649.65,2643.72,20.00,2593.43,701306,5752.68
2025-12-08,22,0,467,361,15630.87,12190.63,1685.94,18.50,1601.30,463046,3895.94
2025-12-08,23,0,304,252,10987.16,8441.40,1304.85,10.51,1153.40,309689,2877.88
2025-12-09,0,1,139,120,4940.35,3996.08,513.27,2.00,402.00,149930,1263.61
2025-12-09,1,1,61,52,1795.51,1492.33,169.08,2.00,124.10,64255,503.54
2025-12-09,2,1,37,33,1211.21,1121.08,53.13,0.00,34.00,56596,371.17
2025-12-09,3,1,36,33,1347.57,1284.29,45.78,0.00,10.00,39174,406.61
2025-12-09,4,1,74,58,2644.83,2507.09,110.24,1.00,18.00,76145,774.25
2025-12-09,5,1,151,113,4796.72,4364.38,283.34,2.00,112.00,151850,1264.77
2025-12-09,6,1,383,268,8812.47,7968.55,542.42,0.00,189.50,371094,2266.53
2025-12-09,7,1,1076,589,21246.35,18869.06,1589.32,3.60,408.87,1100079,4955.45
2025-12-09,8,1,1570,821,33064.37,28790.76,2696.97,8.40,1018.74,1720795,6401.04
2025-12-09,9,1,1437,909,30423.61,25094.75,3078.76,15.51,1795.09,1543033,6561.34
2025-12-09,10,1,1174,823,26749.13,22141.72,2769.41,55.85,1515.65,1195359,6363.6
2025-12-09,11,1,1134,800,26421.44,21776.32,2657.25,28.00,1686.37,1060370,6212.99
2025-12-09,12,1,1156,838,28947.94,24421.05,2602.74,11.65,1650.50,1132367,6925.21
2025-12-09,13,1,1213,883,32368.81,26846.95,3097.51,34.70,2115.65,1197841,7395.67
2025-12-09,14,1,1206,852,28236.95,23590.04,2578.29,26.00,1763.12,1353224,7167.41
2025-12-09,15,1,1463,953,34168.76,27888.34,3377.62,35.76,2451.54,1780335,8080.99
2025-12-09,16,1,1541,934,38090.19,31440.21,3625.51,33.50,2504.97,2019206,7719.77
2025-12-09,17,1,1596,929,35497.40,29632.84,3382.87,71.90,1874.29,2035177,6817.08
2025-12-09,18,1,1315,867,30117.77,24045.42,3438.31,24.50,2159.04,1553291,6367.86
2025-12-09,19,1,1232,780,29727.11,23848.99,3295.72,30.80,2107.10,1308565,6910.07
2025-12-09,20,1,1200,742,29372.83,23224.58,3147.48,47.50,2517.27,1113866,6887.95
2025-12-09,21,1,945,562,23200.83,18699.84,2425.37,23.50,1717.12,818181,5516.7
2025-12-09,22,1,587,389,14344.89,11694.89,1408.67,37.80,1021.03,492174,3471.69
2025-12-09,23,1,397,267,10443.51,8244.70,963.81,13.50,1103.00,354336,2717.81
2025-12-10,0,2,177,137,5013.28,3956.92,425.10,4.51,586.25,147892,1207.04
2025-12-10,1,2,61,52,2183.97,1558.97,282.28,0.00,333.72,52073,491.41
2025-12-10,2,2,23,19,807.55,764.92,28.63,2.00,9.00,23839,221.1
2025-12-10,3,2,31,27,1229.20,1198.45,28.25,0.00,1.00,35873,370.84
2025-12-10,4,2,66,49,2911.95,2720.05,118.40,4.00,62.00,73624,777.78
2025-12-10,5,2,158,127,5108.89,4519.53,383.86,6.00,160.00,166343,1381.69
2025-12-10,6,2,450,303,10596.50,9342.89,833.02,5.00,270.09,434633,2673.47
2025-12-10,7,2,1043,568,22194.11,19787.44,1616.67,6.00,416.50,1049149,4476.07
2025-12-10,8,2,1601,820,31418.18,26188.21,3341.97,16.00,1274.50,1799163,6399.94
2025-12-10,9,2,1552,937,31936.18,26282.70,3477.23,41.80,1635.45,1650917,6726.26
2025-12-10,10,2,1237,884,30957.80,25874.37,3062.62,18.31,1671.50,1255660,6564.72
2025-12-10,11,2,1170,803,29155.92,25029.69,2506.78,38.20,1315.25,1049004,5721.59
2025-12-10,12,2,1286,895,30272.57,24477.50,3248.27,30.50,2184.30,1237128,7458.99
2025-12-10,13,2,1240,910,31545.63,25828.77,3333.24,27.52,2041.60,1203276,7476.06
2025-12-10,14,2,1314,901,30304.31,24596.84,3010.51,16.85,2375.61,1351161,7045.64
2025-12-10,15,2,1595,1013,38898.38,31468.59,4058.92,18.35,2884.52,2011481,9100.68
2025-12-10,16,2,1650,937,35091.43,28805.61,3408.80,38.40,2305.62,2017569,7324.64
2025-12-10,17,2,1794,1052,40286.86,32613.97,4475.61,88.51,2455.77,2493939,8218.96
2025-12-10,18,2,1649,988,40219.59,33448.22,4030.17,31.50,2123.20,2029020,7960.18
2025-12-10,19,2,1204,859,33027.66,25687.81,4015.03,52.60,2875.72,1388077,7797.15
2025-12-10,20,2,1154,747,30147.35,23484.94,3547.56,20.79,2674.06,1103341,7028.86
2025-12-10,21,2,1169,705,32225.03,25399.58,3733.70,33.00,2624.25,1070709,7485.7
2025-12-10,22,2,752,479,19505.60,15651.28,2244.94,16.20,1341.18,633346,4558.41
2025-12-10,23,2,423,321,12709.74,9973.21,1255.56,70.20,1287.27,392221,3166.44
2025-12-11,0,3,229,179,7326.39,5608.15,840.70,15.00,800.04,205899,1926.43
2025-12-11,1,3,85,72,2508.56,2039.12,273.19,2.00,170.25,67143,597.94
2025-12-11,2,3,59,40,1331.16,1135.92,115.49,0.00,62.75,44099,332.32
2025-12-11,3,3,46,40,1550.06,1417.29,105.02,3.75,17.00,55114,465.14
2025-12-11,4,3,80,66,2841.22,2648.58,140.64,2.00,39.50,75987,811.76
2025-12-11,5,3,167,144,5919.85,5224.25,489.93,2.00,160.67,174417,1613.83
2025-12-11,6,3,412,295,10323.99,8965.51,836.33,4.00,390.65,398813,2614.34
2025-12-11,7,3,1020,577,22531.89,19967.63,1631.61,0.00,560.65,1025966,4859.52
2025-12-11,8,3,1581,834,31034.67,26515.90,2852.65,32.85,1070.77,1591005,6673.54
2025-12-11,9,3,1454,884,27872.00,23185.56,2837.18,13.01,1379.75,1332684,6108.79
2025-12-11,10,3,1145,787,24320.82,20108.39,2559.49,17.21,1377.23,1054360,5599.9
2025-12-11,11,3,1252,822,27063.03,22528.36,2754.09,6.00,1446.63,1126230,6413.88
2025-12-11,12,3,1349,908,31530.30,26327.71,3013.98,11.00,1833.11,1252797,7193.85
2025-12-11,13,3,1378,934,32133.71,26579.84,3235.62,28.25,1924.50,1428686,7509.81
2025-12-11,14,3,1607,1004,34120.79,28441.40,3252.06,16.78,1962.55,1761504,7968.23
2025-12-11,15,3,1718,1051,39608.73,32715.42,3724.60,59.41,2598.30,2150553,8763.29
2025-12-11,16,3,1718,979,37899.22,31448.30,3803.52,25.00,2051.40,2267054,7821.02
2025-12-11,17,3,1779,1050,42851.97,34772.90,4793.36,15.00,2632.71,2596071,8554.27
2025-12-11,18,3,1791,1021,40750.05,33140.08,4452.87,71.90,2434.70,2296498,8287.44
2025-12-11,19,3,1427,941,36385.35,28700.25,4433.92,41.83,2691.35,1732952,8600.68
2025-12-11,20,3,1321,870,37036.57,29074.34,4328.13,43.35,3114.75,1541682,9062.85
2025-12-11,21,3,1163,700,31266.91,24890.91,3525.59,35.50,2409.41,1138554,7469.83
2025-12-11,22,3,844,484,19790.11,16311.29,1910.12,18.00,1250.75,700137,4607.29
2025-12-11,23,3,627,387,16185.72,12982.55,1707.92,4.50,1257.75,526180,3872.82
2025-12-12,0,4,413,271,10989.72,8847.84,1094.93,0.00,899.95,338417,2621.02
2025-12-12,1,4,222,132,4636.72,3720.52,423.69,0.00,417.51,144022,1073.36
2025-12-12,2,4,123,90,3297.83,2620.83,336.00,4.00,298.50,97293,763.45
2025-12-12,3,4,71,56,2343.94,2061.82,159.62,0.00,109.00,61076,580.12
2025-12-12,4,4,123,88,4638.76,4309.57,266.19,6.00,32.00,115774,1248.41
2025-12-12,5,4,161,133,5205.53,4582.18,413.75,1.00,165.60,169626,1311.1
2025-12-12,6,4,389,284,10458.44,9093.60,760.90,5.90,480.54,386165,2774.13
2025-12-12,7,4,786,493,16453.36,14332.61,1356.25,3.00,494.00,713845,4065.0
2025-12-12,8,4,1157,679,22322.00,19094.77,1989.73,3.75,841.25,1006055,5274.98
2025-12-12,9,4,1098,711,21725.50,18152.24,2168.00,8.50,1075.26,949582,5068.98
2025-12-12,10,4,1053,748,23148.71,19373.71,2338.13,25.90,1126.47,1026868,5706.14
2025-12-12,11,4,1334,798,29071.45,24363.08,2631.91,8.50,1675.96,1283837,7219.68
2025-12-12,12,4,1556,906,34211.78,28591.12,3000.81,33.00,2104.35,1547173,8171.92
2025-12-12,13,4,1574,985,39908.61,33501.31,3602.46,13.01,2361.33,1694904,8852.85
2025-12-12,14,4,1588,971,37877.00,31759.46,3234.20,71.86,2336.98,1794535,7900.93
2025-12-12,15,4,1659,1007,37025.83,30909.45,3448.47,45.01,2097.95,2171540,8200.4
2025-12-12,16,4,1644,980,37648.88,31382.43,3410.60,19.90,2312.95,2324407,8009.69
2025-12-12,17,4,1752,1060,40596.43,33693.38,3884.71,44.00,2364.34,2461216,8102.54
2025-12-12,18,4,1826,1040,39470.83,33208.72,3596.22,39.21,1944.68,2270729,8293.45
2025-12-12,19,4,1526,973,34715.23,28559.26,3498.34,39.01,2058.12,1763246,7647.99
2025-12-12,20,4,1030,716,25174.37,19654.13,2739.87,96.50,2343.87,1015275,5686.76
2025-12-12,21,4,909,550,19502.06,16041.44,1946.29,9.00,1182.83,807120,4245.05
2025-12-12,22,4,754,459,15435.59,12669.87,1478.46,10.00,1001.76,622443,3367.94
2025-12-12,23,4,656,386,13717.63,11303.59,1273.28,11.51,876.25,526023,3038.72
2025-12-13,0,5,488,301,10594.28,8724.51,997.02,2.00,689.75,372291,2214.25
2025-12-13,1,5,281,167,5163.03,4440.66,406.12,0.00,215.25,193758,1028.23
2025-12-13,2,5,163,113,3014.84,2633.66,238.68,0.00,89.50,108588,583.73
2025-12-13,3,5,91,64,1923.35,1638.09,133.26,2.00,125.50,56963,402.37
2025-12-13,4,5,87,70,2933.29,2517.11,168.18,0.00,225.00,78605,765.53
2025-12-13,5,5,106,90,3888.60,3429.56,315.54,2.00,116.00,114281,1129.97
2025-12-13,6,5,188,150,5488.49,4806.37,418.87,3.00,199.75,191579,1612.18
2025-12-13,7,5,237,163,6523.56,5519.85,568.21,0.00,369.00,199159,1696.6
2025-12-13,8,5,390,285,10495.04,8756.03,852.11,5.40,758.00,367792,2647.24
2025-12-13,9,5,562,368,11661.16,10064.73,904.28,3.00,513.15,460194,3071.34
2025-12-13,10,5,887,491,16216.51,13878.49,1233.00,16.00,769.52,719470,3821.91
2025-12-13,11,5,1132,596,21242.37,18541.12,1504.43,10.01,795.31,972204,4991.26
2025-12-13,12,5,1200,676,25338.06,21644.37,1988.75,0.01,1279.43,1206410,5917.53
2025-12-13,13,5,1280,717,26128.70,22164.33,2103.58,9.00,1398.29,1348592,5786.68
2025-12-13,14,5,1208,722,24191.28,20628.68,1920.34,13.40,1231.36,1252016,5348.34
2025-12-13,15,5,1203,730,24780.92,20950.04,1929.91,2.00,1496.47,1327404,5323.16
2025-12-13,16,5,1280,739,25492.03,21707.79,2032.43,9.51,1280.30,1471277,5405.67
2025-12-13,17,5,1342,801,29563.49,24640.83,2746.64,20.10,1644.42,1691815,6067.33
2025-12-13,18,5,1377,758,28295.64,23920.57,2573.12,14.20,1243.75,1513231,5726.91
2025-12-13,19,5,1188,744,25665.29,21104.26,2369.63,19.40,1704.50,1226434,5352.38
2025-12-13,20,5,732,516,16484.74,13585.81,1390.81,15.00,1268.62,659936,3623.15
2025-12-13,21,5,720,437,14500.99,12094.54,1336.20,29.75,755.50,581562,3138.44
2025-12-13,22,5,781,405,14768.93,12361.19,1116.48,14.01,976.25,609251,2951.13
2025-12-13,23,5,673,357,12685.35,11099.17,915.49,19.20,368.49,529443,2849.92
2025-12-14,0,6,607,318,11843.62,10048.49,1004.63,15.00,533.00,437097,2460.73
2025-12-14,1,6,336,172,5836.41,5125.63,332.83,6.00,233.00,222209,1266.0
2025-12-14,2,6,219,117,3516.80,3176.00,133.80,0.00,124.50,137172,705.47
2025-12-14,3,6,134,90,2724.03,2473.83,151.70,1.00,44.00,90856,558.23
2025-12-14,4,6,123,79,3353.20,2735.16,299.29,1.00,271.75,84251,723.18
2025-12-14,5,6,106,83,3099.26,2679.19,272.57,3.00,102.50,87478,790.89
2025-12-14,6,6,190,135,5655.62,4617.57,515.50,2.00,461.55,175440,1436.67
2025-12-14,7,6,260,193,7658.15,6713.16,554.14,6.00,296.35,236118,2127.59
2025-12-14,8,6,349,252,9633.83,8403.63,735.30,5.40,362.50,315799,2239.8
2025-12-14,9,6,653,397,13138.34,11543.69,928.15,24.00,397.50,479710,3234.93
2025-12-14,10,6,994,519,20970.85,18364.94,1386.91,13.50,819.50,825257,4636.74
2025-12-14,11,6,1147,608,27598.43,24126.59,2091.84,22.80,906.20,1093186,5980.17
2025-12-14,12,6,1041,641,25545.05,21891.33,2124.07,17.30,1152.85,1001889,5469.9
2025-12-14,13,6,812,587,21125.94,17674.30,1850.38,24.25,1320.51,808054,4917.82
2025-12-14,14,6,979,642,23018.78,18856.96,2207.67,28.00,1596.15,857041,5096.09
2025-12-14,15,6,1213,784,33753.35,27091.56,3310.54,56.55,2839.70,1263504,6762.82
2025-12-14,16,6,1234,816,34092.76,27065.84,3313.64,40.19,3220.59,1379079,7051.25
2025-12-14,17,6,1141,738,27990.13,22442.15,2728.69,25.20,2377.09,1159764,6203.68
2025-12-14,18,6,816,572,21594.72,17415.30,2174.80,16.00,1715.62,828183,5019.11
2025-12-14,19,6,744,518,21098.80,16633.61,2195.93,26.91,1989.35,738528,5405.13
2025-12-14,20,6,648,491,21759.39,16760.24,2630.25,32.40,2106.50,682842,5392.55
2025-12-14,21,6,456,367,15568.91,11924.90,1687.89,20.75,1794.37,469711,3833.51
2025-12-14,22,6,372,295,14297.71,11802.73,1270.98,4.00,1107.50,365342,3092.19
2025-12-14,23,6,305,258,11266.71,8707.13,1038.43,15.70,1411.45,324133,2928.1
2025-12-15,0,0,193,178,8076.53,6100.12,969.65,6.50,948.26,203520,1962.87
2025-12-15,1,0,115,105,4391.02,3498.22,421.30,4.00,443.00,115063,1130.18
2025-12-15,2,0,88,76,3653.83,3022.93,264.28,1.50,349.12,94553,950.45
2025-12-15,3,0,55,45,1951.00,1702.04,105.96,0.00,136.00,51593,559.95
2025-12-15,4,0,72,61,2805.22,2647.86,131.86,0.00,13.00,77406,793.89
2025-12-15,5,0,194,147,5952.79,5402.27,417.02,0.00,84.00,184737,1655.12
2025-12-15,6,0,515,339,11892.29,10397.30,852.24,3.00,462.25,483922,3145.86
