pickup_community_area,dropoff_community_area,total_trips,active_taxis,total_revenue,total_fare,total_trip_miles
46,28,89,59,3326.13,3323.13,1105.75
-1,25,88,52,6325.79,6319.29,1181.93
3,36,88,45,2661.65,2659.56,999.75
7,21,88,77,1623.57,1477.62,313.41
8,26,88,76,1948.14,1917.40,616.65
12,8,88,41,2762.68,2692.50,985.83
13,2,88,50,850.53,761.47,162.95
41,3,88,49,3117.99,3060.19,1111.5
48,-1,88,57,4444.22,4419.63,1455.9
56,35,88,73,3018.88,2491.21,906.59
75,35,88,39,2731.12,2724.92,1053.97
-1,34,87,44,4120.71,4048.92,1169.28
14,-1,87,63,2589.13,2417.08,845.28
37,-1,87,51,3349.64,3336.94,1214.28
48,32,87,66,2938.35,2923.59,1020.65
54,-1,87,38,3045.36,3032.55,1098.32
8,37,86,72,2110.60,2098.70,684.09
60,8,86,60,1624.98,1558.71,417.36
76,38,86,82,6124.36,4994.00,1983.75
-1,10,85,64,2502.24,2339.62,739.11
8,53,85,58,4044.41,4037.41,1576.55
14,8,85,63,2377.90,2239.99,720.42
28,14,85,71,2503.99,2302.71,727.03
39,43,85,60,1378.05,1357.23,322.55
39,44,85,48,2192.28,2175.08,767.53
42,38,85,63,1036.94,1024.74,267.02
70,70,85,44,1175.10,1085.40,61.28
3,38,84,74,2823.00,2803.51,1030.32
5,16,84,65,870.54,810.62,145.53
6,39,84,65,2615.16,2588.12,931.3
12,12,84,67,1525.00,1256.90,10.45
14,4,84,69,869.34,833.42,168.24
24,77,84,75,2145.09,2018.09,633.94
34,53,84,37,2714.07,2714.00,1043.2
5,-1,83,73,2601.81,2440.84,858.31
13,8,83,56,2564.26,2491.65,846.02
27,8,83,75,1720.06,1680.51,450.7
32,12,83,60,2586.23,2405.91,746.45
32,23,83,80,1884.06,1718.81,484.79
43,39,83,58,1364.21,1302.46,317.02
68,32,83,38,2406.83,2380.04,804.19
69,44,83,66,1043.68,1032.68,194.27
77,16,83,66,1660.62,1605.09,471.48
-1,5,82,54,2989.64,2573.52,706.98
-1,22,82,70,3373.18,3074.46,916.31
7,1,82,70,1996.17,1874.65,609.22
12,28,81,40,2654.81,2592.18,994.04
35,34,81,70,728.51,699.10,131.05
3,10,80,41,2405.07,2357.61,749.28
7,41,80,65,2657.38,2518.42,842.77
71,76,80,37,5878.65,5878.65,2317.74
19,8,79,50,2287.96,2138.08,711.25
28,45,79,60,5800.44,5764.84,922.64
42,35,79,66,1338.02,1327.25,390.48
42,43,79,68,1156.34,1137.55,197.65
43,3,79,55,3587.04,3562.50,1219.89
43,69,79,60,2162.21,2146.31,263.63
6,15,78,70,1897.41,1788.17,510.93
15,76,78,64,2416.86,2174.38,718.52
16,4,78,74,936.17,884.87,213.65
28,11,78,66,2533.06,2401.81,842.14
28,51,78,58,3525.75,3525.25,1249.89
28,66,78,34,2342.02,2326.02,818.87
35,73,78,45,2187.45,2179.18,795.11
36,35,78,55,1668.31,1643.00,91.3
43,68,78,53,1615.97,1606.35,421.24
2,14,77,45,1231.60,1203.10,310.72
32,11,77,60,2321.94,2236.61,756.28
32,30,77,72,1817.54,1675.75,507.17
41,69,77,63,2851.73,2835.01,304.57
44,39,77,43,2055.56,2054.89,695.8
61,-1,77,57,3604.98,3497.41,1241.38
69,35,77,51,1584.90,1576.71,510.12
8,58,76,59,2360.02,2175.31,745.34
31,-1,76,57,3268.28,3066.61,1019.18
32,48,76,58,2504.37,2496.15,885.51
32,70,76,57,2864.57,2852.07,1023.5
35,36,76,57,593.97,583.87,106.26
66,28,76,44,2169.06,2127.86,731.88
-1,13,75,42,1480.03,1379.68,507.3
-1,49,75,54,3044.96,3042.96,933.96
1,43,75,27,4700.37,4698.37,1459.41
16,32,75,63,2456.11,2251.42,616.83
39,36,75,55,666.60,663.10,77.99
41,7,75,59,2463.87,2284.56,777.75
45,32,75,53,2302.71,2295.29,793.13
4,5,74,64,705.25,654.35,130.89
7,43,74,59,2777.39,2776.39,943.42
16,77,74,66,1461.89,1443.77,421.33
22,16,74,48,935.73,881.28,212.19
27,-1,74,58,2844.15,2784.58,1103.78
28,26,74,66,2295.93,2245.53,291.65
28,37,74,58,1694.93,1682.43,433.03
36,3,74,35,2215.75,2214.75,850.23
37,53,74,25,2300.21,2280.75,874.24
43,1,74,40,4661.46,4661.46,1422.89
51,28,74,44,3434.97,3434.97,1181.83
53,34,74,42,2405.72,2400.11,894.15
53,69,74,43,2062.43,2061.36,742.26
56,70,74,63,1863.20,1376.62,400.15
66,8,74,43,2545.49,2537.72,921.02
2,16,73,51,1373.40,1360.71,398.2
28,67,73,56,2095.36,2050.69,699.13
51,-1,73,39,3003.46,2991.45,1079.64
6,19,72,64,1629.16,1601.22,441.84
15,28,72,39,2116.47,2026.32,704.16
17,17,72,46,1549.08,1046.15,17.73
24,44,72,45,2395.33,2393.69,891.56
42,33,72,60,1564.91,1539.56,471.52
56,43,72,59,3268.37,2857.01,1066.64
66,66,72,56,1496.00,1386.54,24.08
73,35,72,45,2061.73,2059.59,759.41
21,32,71,61,1977.65,1787.19,482.23
28,50,71,50,2896.81,2874.83,994.89
38,61,71,51,1991.47,1975.97,200.12
53,68,71,32,2109.10,2109.03,757.96
-1,37,70,38,3151.18,3150.18,898.46
3,13,70,57,1307.16,1247.12,339.66
10,32,70,40,3087.07,2759.08,935.38
12,76,70,46,2198.33,1991.47,666.84
12,77,70,16,1702.35,1679.56,531.86
22,21,70,64,857.42,760.21,117.77
28,59,70,66,4091.90,4000.87,320.3
29,28,70,55,1024.18,1002.49,244.04
33,68,70,59,1537.17,1505.63,514.52
44,69,70,58,726.90,721.40,107.32
48,28,70,57,2921.73,2901.23,985.89
50,38,70,40,2058.80,2058.30,777.86
56,64,70,57,1262.49,794.50,166.99
69,41,70,54,1099.72,1084.77,316.72
76,71,70,42,5328.45,5228.30,2068.9
5,4,69,61,785.57,651.51,137.15
7,38,69,43,2004.98,1881.74,680.02
16,7,69,60,1387.60,1282.20,344.2
24,10,69,49,1997.06,1935.59,725.48
27,28,69,63,967.98,936.20,174.14
35,40,69,55,830.73,819.66,194.84
44,76,69,26,5565.25,5557.48,1896.17
50,35,69,48,2090.72,2088.72,805.32
51,35,69,35,2069.49,2068.42,740.15
69,53,69,39,1903.42,1894.25,698.31
71,33,69,41,2089.81,2087.72,764.08
5,21,68,49,665.40,623.15,116.73
5,77,68,57,1125.53,1007.78,262.96
40,28,68,62,1711.14,1681.85,537.59
51,51,68,46,1664.32,1656.82,48.46
2,24,67,56,1869.81,1835.91,572.44
21,28,67,56,1537.32,1461.28,402.19
24,56,67,61,2523.94,2238.21,776.89
33,50,67,39,2283.88,2283.38,878.88
38,71,67,45,1477.85,1460.63,465.45
40,32,67,60,1726.60,1709.10,485.2
41,40,67,52,1601.95,1562.68,110.61
71,32,67,53,2239.08,2229.16,786.49
3,25,66,49,2256.81,2243.81,843.47
14,6,66,56,1112.57,1075.22,283.25
16,5,66,58,787.23,707.24,129.8
32,19,66,55,2001.78,1967.92,654.3
35,49,66,46,1987.82,1979.00,702.11
39,6,66,52,1959.38,1921.80,717.05
39,76,66,46,4502.98,3951.89,1540.4
43,44,66,50,1071.98,1061.48,302.29
44,43,66,55,1139.50,1112.31,328.87
-1,47,65,30,4308.89,4308.82,1116.14
8,59,65,63,1621.14,1566.70,451.0
15,16,65,49,746.11,702.37,144.61
26,8,65,51,1444.73,1427.71,450.28
27,27,65,53,3380.68,3278.95,20.0
28,70,65,52,2132.55,2107.09,737.51
32,67,65,49,1957.50,1927.46,684.36
39,77,65,33,2599.34,2588.97,889.82
43,49,65,39,1447.05,1443.05,457.07
16,14,64,54,815.19,749.53,155.05
22,77,64,59,1553.55,1447.10,435.77
24,5,64,60,1139.11,998.61,248.49
28,48,64,54,2435.95,2419.60,843.63
32,61,64,56,1552.72,1485.52,455.22
40,43,64,36,1185.70,1180.13,343.77
41,48,64,35,1348.26,1310.01,253.36
50,50,64,47,1113.80,1015.70,36.78
76,18,64,64,2234.17,1670.95,542.85
11,28,63,45,2052.58,1911.47,674.35
13,76,63,54,7284.23,7055.92,670.59
24,21,63,60,1155.45,1029.84,260.26
33,22,63,60,1683.16,1534.85,439.22
35,60,63,56,674.21,648.69,143.29
43,25,63,43,3368.28,3357.78,1100.38
44,24,63,49,2015.61,2014.47,763.33
53,43,63,36,1824.68,1824.68,668.6
58,59,63,61,293.96,286.25,34.19
76,36,63,58,4400.81,3829.74,1473.16
76,69,63,40,5096.04,4868.23,1678.82
3,44,62,41,3034.83,3034.33,1086.03
21,16,62,53,3145.05,3109.79,65.1
25,32,62,34,1727.39,1713.96,566.78
35,6,62,38,1784.69,1766.59,616.5
76,49,62,45,5287.56,5167.71,1940.97
77,41,62,45,2713.69,2666.32,930.49
8,75,61,49,2882.26,2858.98,1080.72
17,-1,61,47,1592.67,1428.15,495.62
29,-1,61,48,2489.92,2470.42,932.61
38,77,61,42,2155.57,2155.57,819.94
39,56,61,37,2296.79,1992.79,689.41
43,50,61,48,1131.87,1127.87,359.7
49,41,61,44,1685.73,1682.99,532.73
75,32,61,44,2807.94,2767.84,1025.29
76,44,61,52,4920.12,4541.41,1655.45
3,34,60,43,1796.31,1787.11,641.71
6,43,60,43,2457.82,2423.80,838.68
8,48,60,48,2226.99,2205.99,772.41
16,15,60,48,895.09,773.63,92.36
32,13,60,48,1969.67,1888.70,686.78
35,46,60,29,1658.58,1657.08,572.44
38,21,60,16,1797.50,1796.50,695.03
38,40,60,47,593.45,588.45,112.62
40,35,60,45,912.97,902.47,179.69
41,77,60,47,2692.81,2604.18,897.23
53,8,60,43,2837.05,2836.28,1034.39
67,67,60,49,761.55,615.48,50.07
73,8,60,41,2533.09,2518.54,901.38
76,27,60,60,3641.13,3009.00,1169.7
4,13,59,46,642.34,608.01,128.41
8,57,59,49,2011.67,2003.17,625.13
16,22,59,37,916.48,875.68,184.66
24,69,59,47,1893.52,1883.77,675.31
25,38,59,40,1942.31,1925.42,718.14
32,59,59,56,1206.65,1097.60,335.32
40,41,59,41,1895.41,1890.21,91.71
48,38,59,42,1529.03,1517.29,528.66
48,48,59,51,1136.45,1040.17,25.65
51,33,59,34,1889.63,1876.50,702.35
77,39,59,30,2215.80,2205.20,801.47
44,42,58,43,890.18,849.93,236.11
49,3,58,42,3289.42,3278.15,1189.36
50,43,58,33,1165.56,1165.06,378.58
55,69,58,22,1738.00,1738.00,656.57
67,8,58,41,1877.83,1863.18,690.88
69,76,58,41,4493.16,4441.18,1454.77
76,72,58,57,5712.43,4533.50,1888.28
-1,14,57,32,1303.70,1180.57,332.54
7,42,57,41,2011.84,2011.84,670.8
14,2,57,40,820.54,789.47,218.54
16,21,57,48,577.76,544.64,66.06
19,32,57,29,1708.67,1707.53,601.25
24,2,57,45,1637.88,1606.68,542.19
24,4,57,55,1265.30,1129.53,320.46
34,49,57,26,1678.42,1678.35,615.36
35,61,57,47,789.12,780.03,210.24
40,38,57,45,532.18,526.11,95.57
41,49,57,38,2660.67,2657.67,403.66
70,-1,57,37,2082.31,2072.17,708.52
77,22,57,53,1414.12,1293.61,378.16
3,15,56,50,1312.03,1248.52,349.57
6,10,56,45,1781.92,1699.18,563.6
6,35,56,47,1573.89,1540.55,521.93
11,8,56,43,2540.55,2223.38,673.5
28,12,56,38,1757.48,1691.42,614.87
29,43,56,36,2195.82,2195.82,761.32
30,30,56,36,1076.16,933.35,65.52
38,7,56,44,1730.42,1601.41,529.83
41,46,56,50,966.44,954.53,257.87
43,6,56,45,2256.70,2223.40,762.66
45,45,56,40,1137.63,1045.81,26.03
51,38,56,28,1629.66,1629.50,594.05
53,44,56,34,1468.74,1457.29,514.14
71,38,56,45,1274.17,1253.05,426.21
75,28,56,44,2364.03,2364.03,910.14
3,23,55,44,1770.24,1726.54,548.88
11,10,55,44,738.60,597.09,115.85
11,32,55,33,1988.31,1725.45,568.09
14,3,55,48,900.94,845.01,208.06
24,1,55,47,1713.30,1642.34,522.0
26,-1,55,47,2376.98,2376.48,937.14
29,8,55,49,1305.24,1273.66,387.66
34,50,55,27,1666.62,1660.25,647.99
35,50,55,35,1710.86,1704.25,655.91
35,56,55,44,1673.95,1583.40,521.2
36,38,55,43,479.51,477.01,92.37
41,34,55,51,1101.32,1013.88,299.51
42,44,55,43,1050.80,1021.80,227.72
43,76,55,33,4304.84,4258.32,1401.05
59,58,55,53,363.00,341.72,29.92
-1,29,54,40,2004.81,2003.31,662.21
6,25,54,46,1737.75,1702.75,582.86
16,33,54,33,1684.90,1666.25,562.66
21,38,54,14,1619.07,1618.00,620.87
25,35,54,23,1673.43,1672.86,624.49
35,71,54,41,1403.02,1391.97,477.19
38,50,54,38,1572.99,1562.24,566.92
39,49,54,40,4732.48,4722.41,507.27
50,33,54,30,1786.76,1786.76,695.84
56,69,54,38,1924.70,1768.84,666.76
60,33,54,51,719.92,649.44,133.8
65,65,54,43,663.01,542.98,38.06
69,50,54,33,1145.19,1143.19,394.95
3,56,53,49,2861.25,2498.26,981.71
4,10,53,20,1279.69,1252.85,404.65
8,64,53,50,2348.09,1977.46,707.84
10,6,53,46,2199.61,1967.86,631.96
28,13,53,42,1691.73,1650.05,616.94
31,43,53,42,1589.27,1583.13,530.49
36,33,53,49,1898.79,1886.39,152.17
36,39,53,37,626.77,594.35,74.94
38,46,53,37,1340.04,1326.79,454.98
43,21,53,30,2855.05,2855.05,859.33
44,49,53,47,874.40,839.74,218.6
53,32,53,37,2451.80,2451.30,886.08
56,25,53,44,1636.39,1305.14,408.06
69,39,53,42,1029.98,1023.48,328.88
-1,48,52,38,2308.40,2308.40,778.09
1,13,52,50,827.40,802.88,208.28
3,49,52,37,2940.59,2940.59,1060.43
23,28,52,46,931.86,894.41,233.08
24,16,52,50,1072.38,991.65,281.45
38,67,52,40,922.85,911.05,283.3
39,69,52,43,1006.67,986.67,258.07
39,73,52,27,1579.97,1549.71,504.87
54,68,52,24,1594.29,1587.30,606.67
70,28,52,36,1793.39,1791.89,628.24
72,72,52,41,1159.35,923.77,18.45
-1,21,51,40,2188.27,1965.14,579.5
-1,31,51,41,2092.48,2042.88,599.93
1,24,51,46,1697.61,1578.88,478.46
20,76,51,30,1936.29,1686.25,657.64
33,36,51,43,674.64,656.66,175.9
34,73,51,18,1502.24,1490.10,526.72
34,75,51,31,1535.84,1535.00,589.93
35,51,51,24,1509.35,1507.85,558.69
36,41,51,42,579.59,571.86,132.63
38,36,51,43,400.25,399.75,94.76
41,24,51,40,1709.99,1553.80,540.57
46,35,51,30,1406.47,1406.47,489.96
61,38,51,44,585.25,578.25,134.35
68,33,51,42,1045.19,1041.69,360.22
69,43,51,41,589.19,582.60,138.28
77,13,51,48,745.72,729.34,193.65
5,22,50,47,603.97,490.76,100.22
10,3,50,18,1458.25,1432.32,476.68
14,13,50,38,495.25,480.90,102.38
14,16,50,40,776.35,759.43,180.29
14,28,50,27,1498.93,1483.41,481.98
22,5,50,48,780.89,660.99,112.61
23,-1,50,41,2072.77,2071.70,788.43
27,32,50,47,878.24,842.86,236.61
35,7,50,46,1288.77,1248.51,390.74
37,8,50,38,1161.59,1158.22,400.81
38,53,50,19,1580.89,1575.19,592.6
64,8,50,42,2379.64,2014.32,703.33
66,-1,50,42,2294.65,2293.65,820.75
68,43,50,43,910.00,906.00,271.53
71,35,50,36,1372.28,1368.51,468.54
-1,71,49,39,1695.91,1588.34,472.45
11,15,49,22,391.80,343.75,46.31
14,32,49,37,1403.82,1325.60,444.7
32,53,49,32,2231.12,2231.12,831.2
35,48,49,37,1345.65,1332.25,480.24
37,28,49,42,903.71,899.25,275.49
37,37,49,38,2640.19,2633.49,31.23
43,31,49,31,1468.72,1463.45,499.56
48,33,49,35,1487.21,1479.92,524.58
50,69,49,34,979.37,976.37,302.9
77,56,49,40,2690.67,2344.79,856.0
-1,12,48,33,1059.76,960.01,203.78
3,19,48,32,1246.61,1229.87,377.97
4,24,48,46,1092.74,1032.30,234.28
29,6,48,23,1466.47,1465.47,542.16
29,7,48,18,1278.77,1275.00,430.6
35,75,48,31,1565.59,1563.59,590.17
38,68,48,33,795.61,789.02,224.38
39,68,48,42,693.25,692.25,190.36
39,71,48,35,1376.95,1374.88,380.25
43,51,48,35,782.68,776.68,183.42
46,41,48,44,959.50,941.70,235.77
51,32,48,21,1675.96,1675.96,537.71
56,74,48,41,1644.46,1212.25,411.54
-1,27,47,38,1543.90,1538.90,349.88
-1,73,47,39,1488.54,1477.34,338.22
1,16,47,24,1201.11,1185.84,388.91
21,7,47,40,775.33,720.98,157.28
33,25,47,35,1375.00,1363.26,476.08
34,35,47,41,418.22,402.30,65.25
46,38,47,29,1207.64,1206.37,422.27
48,8,47,35,1643.08,1640.58,539.82
61,8,47,34,1433.61,1385.73,469.41
61,28,47,38,1063.43,1024.63,302.01
73,41,47,30,1255.27,1251.50,423.46
19,-1,46,40,1379.01,1313.94,414.76
22,68,46,18,1473.04,1473.04,571.67
22,69,46,31,1569.98,1569.98,586.97
33,48,46,41,1396.18,1391.61,503.36
36,44,46,37,1132.42,1124.53,389.08
39,50,46,30,1352.20,1345.75,480.74
43,75,46,34,1404.48,1386.48,494.44
49,39,46,34,1267.07,1267.00,452.93
49,43,46,22,1104.58,1100.08,372.85
57,8,46,23,1446.01,1421.61,479.02
60,35,46,42,456.09,443.19,92.17
61,35,46,42,610.78,602.72,165.64
68,53,46,22,1323.55,1317.50,501.86
71,36,46,26,1221.77,1221.20,427.88
73,32,46,33,1614.28,1596.78,599.14
75,43,46,27,1361.96,1348.28,478.18
-1,15,45,39,1142.41,1004.50,257.51
1,5,45,40,866.95,817.33,230.48
1,39,45,35,2263.56,2255.01,700.6
5,24,45,43,781.77,711.78,166.64
7,14,45,36,949.35,902.64,265.68
21,22,45,42,638.28,537.78,57.82
24,41,45,36,1446.97,1334.04,467.12
33,16,45,34,1454.11,1411.32,441.36
43,67,45,36,928.34,918.27,270.96
44,53,45,33,1098.37,1091.25,386.23
44,68,45,37,1969.46,1966.88,202.61
56,65,45,43,851.35,602.25,115.18
58,58,45,36,627.23,483.50,38.94
69,68,45,39,2107.19,2102.17,147.75
73,38,45,31,1178.27,1172.22,423.73
76,61,45,45,3201.85,2669.00,1092.92
-1,36,44,30,973.86,973.86,232.37
-1,67,44,35,1239.81,1223.31,355.04
4,33,44,33,1468.59,1442.47,490.93
6,31,44,42,1343.08,1246.59,405.68
12,1,44,30,856.84,849.62,262.11
16,2,44,30,904.00,877.80,258.6
24,53,44,26,2223.23,2223.23,870.56
43,24,44,33,1548.43,1547.43,521.3
43,73,44,27,990.73,980.19,323.75
49,44,44,38,614.74,612.24,148.4
50,28,44,40,1872.88,1856.53,648.35
50,41,44,25,1268.45,1267.45,457.66
54,28,44,30,2259.76,2259.72,852.72
72,38,44,27,1249.21,1248.71,453.32
77,43,44,32,2094.55,2079.67,696.17
3,67,43,26,1891.63,1891.63,765.79
6,23,43,43,1022.14,977.18,293.02
7,35,43,34,1042.43,1013.75,341.8
13,14,43,30,376.37,358.19,67.92
35,16,43,24,1305.33,1299.87,476.91
45,28,43,36,1484.01,1482.93,518.44
49,76,43,29,3465.91,3465.91,1248.75
54,69,43,20,1235.46,1228.87,452.16
56,16,43,36,2344.70,1849.75,708.94
67,-1,43,35,1688.68,1668.80,592.13
68,38,43,24,645.97,640.19,193.51
68,69,43,35,533.63,530.06,133.52
68,71,43,32,562.78,560.71,161.88
-1,46,42,27,1247.52,1244.02,320.12
6,29,42,39,1302.40,1290.02,432.59
8,17,42,40,1415.51,1387.14,475.06
16,1,42,24,1065.19,1060.69,353.46
25,75,42,36,2095.94,2092.79,906.59
28,54,42,34,2171.77,2171.77,771.15
32,58,42,30,1084.55,1014.25,328.1
32,64,42,31,1550.06,1477.72,539.98
35,25,42,20,1268.07,1267.57,466.35
39,40,42,33,1207.02,1201.02,79.06
40,39,42,28,532.40,513.20,86.08
41,61,42,36,663.76,653.51,175.53
60,38,42,38,493.70,487.14,118.83
73,43,42,20,970.63,969.13,322.66
77,14,42,37,752.47,703.18,201.57
77,34,42,32,1375.95,1360.06,497.79
77,36,42,31,1398.88,1342.06,496.62
6,13,41,35,889.10,848.98,257.75
13,6,41,35,947.15,911.18,277.65
24,25,41,34,819.06,812.56,218.92
25,37,41,21,1299.92,1299.92,485.13
28,58,41,30,931.05,864.58,256.93
30,-1,41,27,1871.86,1668.23,589.15
33,15,41,34,1362.42,1336.62,472.73
36,50,41,33,1189.62,1175.00,416.23
39,46,41,25,796.86,791.96,248.68
42,69,41,34,426.07,415.65,92.86
43,30,41,14,1315.71,1315.71,496.54
44,71,41,33,522.73,516.89,112.44
56,34,41,29,1321.76,1079.00,383.75
56,58,41,31,804.78,645.85,185.8
68,49,41,33,832.20,830.65,280.98
13,3,40,32,699.28,688.48,194.66
16,35,40,29,1243.46,1232.52,467.69
24,49,40,35,1812.81,1812.81,619.18
32,37,40,35,993.65,987.45,244.2
32,51,40,20,1536.67,1536.67,544.74
33,61,40,32,657.44,646.28,191.19
38,25,40,33,1358.65,1347.53,503.46
42,76,40,25,3004.89,2886.02,953.54
44,3,40,35,1981.18,1980.68,720.74
56,30,40,36,1060.01,777.44,225.89
70,35,40,19,1275.21,1258.00,459.11
6,71,39,11,1781.91,1779.91,698.21
25,69,39,28,1855.82,1818.32,574.4
28,64,39,28,1291.25,1278.25,465.69
32,66,39,28,1310.04,1307.54,453.0
33,45,39,28,1115.29,1114.79,393.87
33,75,39,30,1417.17,1412.17,532.5
34,70,39,13,1192.39,1192.25,448.12
38,60,39,34,437.39,433.25,116.38
41,36,39,36,371.23,364.26,96.4
41,68,39,33,590.13,583.13,152.51
43,46,39,33,416.97,400.15,78.78
44,36,39,28,955.28,949.96,344.03
52,35,39,9,1186.75,1186.75,446.16
56,2,39,37,2728.07,2178.75,843.77
56,21,39,34,2183.18,1670.00,603.49
66,33,39,32,1117.84,1116.84,372.88
69,75,39,32,1001.61,996.01,349.85
75,34,39,21,1263.78,1263.71,475.22
-1,11,38,30,1514.64,1377.18,404.67
-1,75,38,26,1426.40,1421.40,694.6
3,11,38,36,2749.58,2671.70,213.62
6,49,38,17,1842.13,1842.13,719.97
6,68,38,25,1348.95,1343.61,509.61
7,15,38,31,895.85,865.61,224.43
21,3,38,37,695.09,652.73,175.4
21,5,38,28,413.81,384.55,68.79
24,15,38,34,984.38,928.27,244.34
29,32,38,36,717.33,681.19,205.4
43,77,38,23,1945.73,1936.93,627.77
46,43,38,31,589.94,521.55,83.71
49,24,38,30,1716.45,1716.45,572.17
68,44,38,33,523.06,521.49,134.59
68,75,38,28,976.70,974.70,337.5
76,46,38,32,3280.68,3195.50,1085.78
77,38,38,33,1344.19,1344.12,518.06
-1,50,37,28,1101.86,1101.36,255.46
7,23,37,37,905.77,876.54,227.41
8,20,37,37,916.98,845.69,260.9
14,1,37,14,940.43,935.93,301.26
22,23,37,37,520.39,479.59,101.53
25,3,37,24,1252.57,1251.00,470.21
25,33,37,35,1153.40,1151.40,380.53
33,4,37,29,1288.11,1212.64,405.23
38,51,37,23,1062.05,1056.00,382.24
38,73,37,26,964.14,961.01,316.7
41,67,37,25,710.90,691.88,179.27
46,27,37,26,1782.43,1782.43,573.35
46,44,37,25,525.21,520.21,137.32
49,34,37,25,1295.30,1295.30,389.43
53,41,37,22,1143.16,1135.01,429.97
55,68,37,15,1171.99,1171.99,453.04
56,75,37,35,1443.25,1183.72,384.34
64,56,37,29,909.13,791.85,40.98
72,-1,37,32,1183.03,1176.53,436.55
-1,51,36,28,1371.54,1360.04,358.08
-1,61,36,28,1178.62,1154.21,382.85
8,72,36,32,1698.39,1582.91,598.66
15,6,36,32,781.54,747.96,223.56
15,19,36,18,402.26,364.11,78.1
15,35,36,11,1194.56,1194.06,447.06
21,36,36,13,1113.42,1113.42,426.08
25,44,36,27,1765.56,1765.56,597.58
30,8,36,22,1124.31,1027.51,342.43
30,32,36,29,1004.34,934.03,279.3
30,69,36,21,1203.79,1203.79,437.16
33,51,36,27,1223.62,1215.77,450.42
33,67,36,28,959.11,952.86,291.79
36,77,36,19,1183.29,1177.14,443.52
42,36,36,26,509.65,503.15,135.95
54,40,36,12,1130.25,1128.25,441.02
67,28,36,26,1161.49,1152.58,336.9
69,42,36,34,364.24,354.51,82.52
69,49,36,35,668.12,662.62,190.49
71,44,36,35,479.25,463.75,88.6
76,59,36,35,2379.78,1956.35,764.1
76,73,36,30,2971.10,2894.30,1065.58
1,35,35,20,1230.03,1220.61,453.09
2,10,35,25,960.20,935.83,243.01
5,2,35,30,688.91,644.17,156.67
6,42,35,29,1419.24,1406.46,484.46
7,69,35,30,1206.65,1205.65,440.32
16,24,35,30,644.18,597.01,160.85
21,24,35,34,691.70,645.07,129.5
31,6,35,33,1047.30,971.13,299.84
33,66,35,30,1008.19,991.33,332.05
35,31,35,31,425.60,414.95,107.67
38,48,35,27,3624.11,3617.94,268.59
39,61,35,23,581.67,573.17,127.21
43,40,35,28,583.67,572.17,162.45
43,53,35,24,1057.22,1053.65,379.97
43,71,35,30,733.26,728.69,204.71
50,29,35,24,1658.57,1656.57,635.85
56,71,35,31,1081.24,882.00,304.93
69,54,35,15,922.25,920.25,336.04
71,2,35,25,1747.34,1746.84,755.93
71,68,35,33,570.47,565.97,138.88
76,75,35,34,3666.15,2894.84,1191.09
77,10,35,26,986.42,936.52,290.03
1,14,34,24,763.14,752.60,223.23
2,22,34,21,872.36,863.26,275.21
15,11,34,27,334.05,315.25,47.65
21,43,34,28,1860.01,1860.01,559.43
24,38,34,34,936.08,930.03,315.26
24,43,34,31,1272.68,1271.18,444.77
26,28,34,32,1994.14,1979.40,131.64
32,20,34,34,877.11,812.81,255.95
33,40,34,32,660.06,634.68,204.79
36,21,34,14,1060.93,1060.89,395.56
36,49,34,29,1016.57,1015.57,356.98
37,54,34,14,1070.80,1070.80,409.18
49,69,34,28,728.43,718.61,198.84
49,70,34,8,751.55,749.48,240.02
53,40,34,17,952.48,946.23,357.03
56,36,34,28,1171.99,1015.75,382.14
59,-1,34,29,852.75,713.75,219.47
66,49,34,10,977.44,972.54,341.42
67,24,34,15,1200.06,1177.66,432.12
-1,53,33,27,1286.72,1280.22,311.87
2,12,33,28,633.51,618.27,160.93
2,35,33,25,1139.30,1130.22,410.96
3,71,33,27,1551.59,1550.09,636.0
7,31,33,28,857.22,810.23,218.27
8,62,33,16,1132.26,1086.61,379.16
9,77,33,7,977.45,966.89,327.17
10,11,33,22,399.35,369.38,66.71
14,77,33,27,701.92,625.58,198.56
15,71,33,12,1896.10,1896.10,664.41
22,1,33,29,982.02,844.22,254.66
22,56,33,26,1269.44,1074.54,383.24
27,76,33,15,1636.16,1595.59,611.41
28,65,33,19,992.15,986.08,335.1
33,5,33,31,1042.19,910.15,290.75
33,59,33,31,559.27,524.73,122.7
36,42,33,22,501.05,500.05,136.82
41,21,33,23,1249.24,1243.24,438.88
42,6,33,19,1237.86,1220.71,409.24
45,33,33,23,945.66,944.66,327.56
55,43,33,15,935.50,934.50,342.52
56,14,33,31,2014.40,1537.25,577.02
56,61,33,30,903.46,675.00,231.46
58,8,33,16,1031.66,993.21,330.77
61,33,33,26,626.83,619.46,164.91
61,41,33,26,584.83,561.34,148.34
69,7,33,25,1105.50,1105.50,418.14
70,38,33,24,964.84,960.23,326.64
76,30,33,32,2267.68,1908.50,769.29
76,58,33,33,2436.02,2098.50,854.36
77,27,33,18,1088.66,1088.16,400.52
-1,23,32,28,1078.51,1066.11,302.84
-1,40,32,28,812.51,812.51,193.63
-1,60,32,27,990.74,956.84,244.39
-1,72,32,27,942.51,900.88,199.15
1,53,32,17,2168.51,2168.51,833.88
3,27,32,22,1020.78,1018.78,363.86
7,39,32,29,968.71,942.62,312.43
9,-1,32,23,957.43,870.78,274.25
