pickup_community_area,dropoff_community_area,total_trips,active_taxis,total_revenue,total_fare,total_trip_miles
73,1,1,1,59.91,59.91,23.13
73,4,1,1,30.75,30.75,11.88
73,52,1,1,30.25,30.25,11.84
73,54,1,1,27.32,27.25,9.75
73,57,1,1,34.25,34.25,12.54
74,3,1,1,59.91,59.91,25.94
74,26,1,1,50.37,50.37,21.51
74,30,1,1,30.50,30.50,11.57
74,32,1,1,51.56,51.56,18.55
74,39,1,1,3.25,3.25,14.4
74,45,1,1,32.25,32.25,10.96
74,53,1,1,22.75,22.75,6.3
74,55,1,1,30.50,30.50,11.59
74,56,1,1,27.25,27.25,10.05
74,67,1,1,21.00,21.00,7.28
74,71,1,1,35.25,35.25,12.78
74,72,1,1,12.00,12.00,3.35
75,1,1,1,65.87,65.87,27.8
75,2,1,1,64.68,64.68,26.83
75,5,1,1,50.37,50.37,19.45
75,10,1,1,94.03,94.03,26.27
75,12,1,1,68.25,68.25,24.68
75,16,1,1,61.10,61.10,23.14
75,20,1,1,59.91,59.91,21.98
75,23,1,1,47.99,47.99,19.72
75,47,1,1,20.50,20.50,6.81
75,57,1,1,39.50,39.50,14.04
75,63,1,1,39.00,39.00,13.71
76,54,1,1,95.32,95.32,35.38
77,55,1,1,78.98,78.98,25.96
77,64,1,1,50.37,50.37,19.21
77,72,1,1,55.50,55.50,22.53
